time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,FliBe_mass_flow,FliBe_mass_flow2,Fuel_mass_flow,Gas_mass_flow,HX2_Tin_p,HX2_Tout_p,HX2_Tout_s,HX_Pin_s,HX_Tin_p,HX_Tout_p,HX_Tout_s,HX_Uout_s,MSFR_core_Coolant_Density_Reactivity,Power,Total_Reactivity_Feedback,fml1_MSFR_core_in,fml1_MSFR_core_out,fml1_ss_MSFR_core_in,fml1_ss_MSFR_core_out,fml2_MSFR_core_in,fml2_MSFR_core_out,fml2_ss_MSFR_core_in,fml2_ss_MSFR_core_out,fml3_MSFR_core_in,fml3_MSFR_core_out,fml3_ss_MSFR_core_in,fml3_ss_MSFR_core_out,fml4_MSFR_core_in,fml4_MSFR_core_out,fml4_ss_MSFR_core_in,fml4_ss_MSFR_core_out,fml5_MSFR_core_in,fml5_MSFR_core_out,fml5_ss_MSFR_core_in,fml5_ss_MSFR_core_out,fml6_MSFR_core_in,fml6_MSFR_core_out,fml6_ss_MSFR_core_in,fml6_ss_MSFR_core_out
127.6,217056.16784313,110555.14626071,949.12569702934,1053.4121822257,-16844.937632793,16846.290181485,16914.764578425,-2571.2011057992,960.77597324593,887.72625533527,896.34640638837,199614.72487418,1052.8409235304,949.01799692842,960.56596192566,-2.4062471897119,-2.4895394400176e-05,2951520212.3743,-2.4895394400176e-05,3048.6829318689,3197.5378319926,3267.1656891475,3418.1278106142,10441.15842554,11648.872619581,11222.261277079,12448.023062193,1632.4061786555,2469.693831704,1780.197327505,2632.6980542139,870.96685707139,2581.324215892,982.31632518099,2741.0629676903,23.702105503184,644.79463970046,30.897399641799,693.27742238615,-1.3855861135197,50.232198744633,-1.402407389337,56.716150425273
127.7,217037.29797462,110536.71882071,949.08474867316,1053.4589826637,-16844.912540884,16846.26708662,16898.365194399,-2571.2005472093,960.75582612147,887.7129081619,896.33116118537,199615.47563678,1052.8854814127,948.97555485006,960.54468553043,-2.4062306837323,-2.5136494950811e-05,2951166826.5006,-2.5136494950811e-05,3045.6170324865,3194.4335366971,3267.1656891475,3418.1278106142,10430.134642836,11637.617975597,11222.261277079,12448.023062193,1630.2982520835,2467.4208849321,1780.197327505,2632.6980542139,869.36467764244,2579.2291098623,982.31632518099,2741.0629676903,23.593586942607,644.194256986,30.897399641799,693.27742238615,-1.3852662184483,50.147855491549,-1.402407389337,56.716150425273
127.8,217018.42910868,110518.2930578,949.04376215636,1053.5059839181,-16844.887263031,16846.244358769,16881.950761068,-2571.1999862916,960.73551960355,887.69951744157,896.31582703216,199616.22478513,1052.9299033012,948.93303248786,960.52330265224,-2.4062140915433,-2.5378633265627e-05,2950817325.3155,-2.5378633265627e-05,3042.5503752017,3191.3237745149,3267.1656891475,3418.1278106142,10419.117359556,11626.335497673,11222.261277079,12448.023062193,1628.1983553283,2465.1396846204,1780.197327505,2632.6980542139,867.77340627468,2577.1280199883,982.31632518099,2741.0629676903,23.485751272449,643.59281205536,30.897399641799,693.27742238615,-1.3849474857809,50.063511143222,-1.402407389337,56.716150425273
127.9,216999.56099519,110499.86904988,949.00269624274,1053.5531413012,-16844.861772833,16846.221984678,16865.521375768,-2571.1994226746,960.71506766773,887.68606573323,896.30039813863,199616.97205143,1052.9742339755,948.89043767248,960.50181381965,-2.4061974086378,-2.5622150888555e-05,2950471797.2107,-2.5622150888555e-05,3039.4822352156,3188.2084118051,3267.1656891475,3418.1278106142,10408.102594905,11615.022932421,11222.261277079,12448.023062193,1626.1050341518,2462.849421511,1780.197327505,2632.6980542139,866.1918239267,2575.0212193059,982.31632518099,2741.0629676903,23.378552054907,642.99050444298,30.897399641799,693.27742238615,-1.3846299854187,49.979174428515,-1.402407389337,56.716150425273
128,216980.69335854,110481.44684688,948.96151438029,1053.6004071304,-16844.836044904,16846.199957616,16849.077104317,-2571.1988560284,960.6944819334,887.67253828339,896.2848703994,199617.71720946,1053.018527647,948.84777357953,960.48022016494,-2.4061806315418,-2.5867408275121e-05,2950130219.9747,-2.5867408275121e-05,3036.4118942141,3185.0874442671,3267.1656891475,3418.1278106142,10397.086493909,11603.678759992,11222.261277079,12448.023062193,1624.0168874564,2460.549533641,1780.197327505,2632.6980542139,864.61874381644,2572.9090777859,982.31632518099,2741.0629676903,23.27194339652,642.38751032423,30.897399641799,693.27742238615,-1.3843137427269,49.894852399659,-1.402407389337,56.716150425273
128.1,216961.82589722,110463.02646794,948.92018814684,1053.6477352607,-16844.8100588,16846.178275528,16832.617972843,-2571.1982860928,960.67377167597,887.65892334694,896.26924119571,199618.46008308,1053.0628445948,948.8050385023,960.4585239153,-2.4061637582946,-2.6114789778514e-05,2949792436.2676,-2.6114789778514e-05,3033.3386697828,3181.9610047812,3267.1656891475,3418.1278106142,10386.065417873,11592.302437152,11222.261277079,12448.023062193,1621.9326013537,2458.2398174398,1780.197327505,2632.6980542139,863.05303296727,2570.7921191381,982.31632518099,2741.0629676903,23.165879914384,641.78398285202,30.897399641799,693.27742238615,-1.3839987276256,49.810550527229,-1.402407389337,56.716150425273
128.2,216942.95827353,110444.60789327,948.87869936916,1053.6950856039,-16844.783802735,16846.156939262,16816.143964979,-2571.1977126896,960.6529439467,887.64521225412,896.25350904215,199619.20056992,1053.1072468807,948.76222673013,960.43672874614,-2.4061467888647,-2.6364703011039e-05,2949458132.4749,-2.6364703011039e-05,3030.2619425222,3178.8293626229,3267.1656891475,3418.1278106142,10375.036054304,11580.894533026,11222.261277079,12448.023062193,1619.8509552341,2455.920507369,1780.197327505,2632.6980542139,861.4936125257,2568.6710606279,982.31632518099,2741.0629676903,23.060316821914,641.1800521867,30.897399641799,693.27742238615,-1.383684843904,49.726272593936,-1.402407389337,56.716150425273
128.3,216924.09012159,110426.19106188,948.83704083928,1053.7424282047,-16844.757276042,16846.135950263,16799.655024394,-2571.1971356631,960.6320038291,887.63139924232,896.23767340056,199619.93864041,1053.1517936262,948.7193299221,960.41484006134,-2.406129725308,-2.6617571205284e-05,2949126827.1086,-2.6617571205284e-05,3027.1811882541,3175.6929055003,3267.1656891475,3418.1278106142,10363.995496683,11569.456781727,11222.261277079,12448.023062193,1617.7708321509,2453.5923186386,1780.197327505,2632.6980542139,859.93945741728,2566.5468322442,982.31632518099,2741.0629676903,22.955209998003,640.57582741628,30.897399641799,693.27742238615,-1.3833719231632,49.6420207445,-1.402407389337,56.716150425273
128.4,216905.22106367,110407.77587086,948.79521565548,1053.7897463683,-16844.730490992,16846.115309044,16783.151061852,-2571.1965548975,960.61095472374,887.61748111129,896.22173436763,199620.67436138,1053.1965364387,948.67633840485,960.39286503553,-2.4061125718026,-2.6873817907835e-05,2948797873.2143,-2.6873817907835e-05,3024.0960091595,3172.5521113772,3267.1656891475,3418.1278106142,10352.941352615,11557.991976206,11222.261277079,12448.023062193,1615.6912207387,2451.2564325876,1780.197327505,2632.6980542139,858.38959084624,2564.4205584468,982.31632518099,2741.0629676903,22.850516089077,639.97139409112,30.897399641799,693.27742238615,-1.383059711015,49.557795152581,-1.402407389337,56.716150425273
128.5,216886.35072545,110389.36217906,948.75323535589,1053.837038483,-16844.703473168,16846.09501338,16766.631965205,-2571.1959703938,960.58979871661,887.60345677378,896.20569253097,199621.40788563,1053.24151559,948.63324222725,960.37081247041,-2.4060953344089,-2.713384526129e-05,2948470479.0739,-2.713384526129e-05,3021.0061627119,3169.4075150128,3267.1656891475,3418.1278106142,10341.871820283,11546.503797335,11222.261277079,12448.023062193,1613.6112083578,2448.9144411225,1780.197327505,2632.6980542139,856.84308281909,2562.2935121669,982.31632518099,2741.0629676903,22.746192919127,639.36681619411,30.897399641799,693.27742238615,-1.3827478799368,49.473594073349,-1.402407389337,56.716150425273
128.6,216867.47875524,110370.94981546,948.71111724119,1053.884318309,-16844.67626066,16846.075056996,16750.097611333,-2571.1953820741,960.56853694265,887.5893267528,896.1895487968,199622.13945598,1053.2867572634,948.59003193457,960.34869242601,-2.4060780207066,-2.7398008029172e-05,2948143746.7557,-2.7398008029172e-05,3017.9115763254,3166.2596700787,3267.1656891475,3418.1278106142,10330.785672866,11534.996596134,11222.261277079,12448.023062193,1611.5299781867,2446.5682382572,1780.197327505,2632.6980542139,855.29904234974,2560.1670551636,982.31632518099,2741.0629676903,22.642199512747,638.76213350777,30.897399641799,693.27742238615,-1.3824360410324,49.389413756477,-1.402407389337,56.716150425273
