time,Lambda,rho,beta-0,lambda-0,beta-1,lambda-1,beta-2,lambda-2,beta-3,lambda-3,beta-4,lambda-4,beta-5,lambda-5,n,c-0,c-1,c-2,c-3,c-4,c-5
8.8,0.00129087208081,-1.00076161512e-05,0.000173544192602,0.013336,0.000992225161831,0.0327389985,0.000883248771302,0.120779999,0.00194633029434,0.302780002,0.000854131649927,0.849489987,0.000337185551784,2.85299993,0.995790031646,10.0774993274,23.459734364,5.65289558881,4.96317349491,0.77581019845,0.0911739729005
8.9,0.00129087204478,-1.0007616139e-05,0.000173544192766,0.013336,0.000992225162539,0.0327389985,0.000883248772197,0.120779999,0.00194633029667,0.302780002,0.000854131650984,0.849489987,0.000337185552273,2.85299993,0.995665953673,10.0774465265,23.4594663302,5.6527511222,4.96303289115,0.775791026432,0.0911715003333
9,0.00129087204478,-1.0007616139e-05,0.000173544192766,0.013336,0.000992225162539,0.0327389985,0.000883248772197,0.120779999,0.00194633029667,0.302780002,0.000854131650984,0.849489987,0.000337185552273,2.85299993,0.995665953673,10.0773929629,23.4591944155,5.65260418008,4.96288731557,0.775769536987,0.0911682989012
9.1,0.00129087204478,-1.0007616139e-05,0.000173544192766,0.013336,0.000992225162539,0.0327389985,0.000883248772197,0.120779999,0.00194633029667,0.302780002,0.000854131650984,0.849489987,0.000337185552273,2.85299993,0.995665953673,10.0773394707,23.4589233895,5.65245900206,4.96274608167,0.775749797661,0.0911658921008
9.2,0.00129087204478,-1.0007616139e-05,0.000173544192766,0.013336,0.000992225162539,0.0327389985,0.000883248772197,0.120779999,0.00194633029667,0.302780002,0.000854131650984,0.849489987,0.000337185552273,2.85299993,0.995665953673,10.0772860497,23.4586532493,5.65231556695,4.96260905996,0.775731665922,0.0911640826955
9.3,0.00129087204478,-1.0007616139e-05,0.000173544192766,0.013336,0.000992225162539,0.0327389985,0.000883248772197,0.120779999,0.00194633029667,0.302780002,0.000854131650984,0.849489987,0.000337185552273,2.85299993,0.995665953673,10.0772326999,23.4583839922,5.65217385383,4.96247612482,0.775715010849,0.091162722405
9.4,0.00129087204478,-1.0007616139e-05,0.000173544192766,0.013336,0.000992225162539,0.0327389985,0.000883248772197,0.120779999,0.00194633029667,0.302780002,0.000854131650984,0.849489987,0.000337185552273,2.85299993,0.995665953673,10.0771794213,23.4581156151,5.65203384203,4.96234715436,0.775699712179,0.091161699754
9.5,0.00129087206786,-1.00076161492e-05,0.000173544192807,0.013336,0.000992225162618,0.0327389985,0.000883248772282,0.120779999,0.00194633029674,0.302780002,0.000854131650823,0.849489987,0.000337185552226,2.85299993,0.995539096709,10.0771253612,23.4578432444,5.65189118798,4.96221256127,0.775681578339,0.0911594208542
9.6,0.00129087206786,-1.00076161492e-05,0.000173544192807,0.013336,0.000992225162618,0.0327389985,0.000883248772282,0.120779999,0.00194633029674,0.302780002,0.000854131650823,0.849489987,0.000337185552226,2.85299993,0.995539096709,10.077070521,23.4575668985,5.6517459408,4.96207260838,0.775660954188,0.091156334442
9.7,0.00129087206786,-1.00076161492e-05,0.000173544192807,0.013336,0.000992225162618,0.0327389985,0.000883248772282,0.120779999,0.00194633029674,0.302780002,0.000854131650823,0.849489987,0.000337185552226,2.85299993,0.995539096709,10.0770157539,23.4572914559,5.65160243735,4.96193682947,0.775642009686,0.0911540141122
9.8,0.00129087206786,-1.00076161492e-05,0.000173544192807,0.013336,0.000992225162618,0.0327389985,0.000883248772282,0.120779999,0.00194633029674,0.302780002,0.000854131650823,0.849489987,0.000337185552226,2.85299993,0.995539096709,10.0769610598,23.4570169136,5.65146065672,4.96180510006,0.77562460804,0.0911522697146
9.9,0.00129087206786,-1.00076161492e-05,0.000173544192807,0.013336,0.000992225162618,0.0327389985,0.000883248772282,0.120779999,0.00194633029674,0.302780002,0.000854131650823,0.849489987,0.000337185552226,2.85299993,0.995539096709,10.0769064386,23.4567432686,5.65132057822,4.96167729937,0.7756086236,0.0911509582961
10,0.00129087206786,-1.00076161492e-05,0.000173544192807,0.013336,0.000992225162618,0.0327389985,0.000883248772282,0.120779999,0.00194633029674,0.302780002,0.000854131650823,0.849489987,0.000337185552226,2.85299993,0.995539096709,10.0768518902,23.4564705181,5.6511821814,4.96155331024,0.775593940946,0.0911499723866
