time,SiC_stress,ave_gas_temp,buffer_void_volume,fis_gas_released,gap_volume,gas_pressure,initial_moles,kernel_th_density,kernel_void_volume,max_burnup,max_fluence,particle_power,strength_IPyC,strength_SiC
10108800,-419471932.93265,1035.4829023344,3.0490022694619e-11,1.68037889661e-09,1.3975773766563e-11,291166.08941702,0,11212.655575986,4.5493563662742e-12,0.031626371948891,1.1676096e+25,0.10140016350603,245008012.99715,614613214.47246
10195200,-418661909.03049,1035.6586825988,3.039995708763e-11,1.7009190876715e-09,1.405476892504e-11,294684.00341158,0,11212.655575986,4.5814341691783e-12,0.031896682820249,1.177632e+25,0.10140016350603,245318380.23971,614610113.0391
10281600,-417826556.90213,1035.8323219719,3.0310599265229e-11,1.721537688e-09,1.4133017837067e-11,298213.65089299,0,11212.655575986,4.6135100352988e-12,0.032166993691607,1.1876544e+25,0.10140016350603,245628237.39578,614607218.22236
10368000,-416966429.2206,1036.0038381643,3.0221945386274e-11,1.7422343541195e-09,1.4210522967052e-11,301754.96242202,0,11212.655575986,4.6455839760961e-12,0.032437304562965,1.1976768e+25,0.10140016350603,245937578.54198,614604526.33762
10454400,-416082067.88694,1036.1732487531,3.0133991612597e-11,1.7630087465503e-09,1.4287286804485e-11,305307.86966301,0,11212.655575986,4.6776560029951e-12,0.032707615434323,1.2076992e+25,0.10140016350603,246246397.78802,614602033.80128
10540800,-415174004.29349,1036.3405711817,3.0046734109445e-11,1.7838605297266e-09,1.4363311862957e-11,308872.30536459,0,11212.655575986,4.7097261273761e-12,0.032977926305681,1.2177216e+25,0.10140016350603,246554689.28364,614599737.12611
10627200,-414242759.57089,1036.5058227592,2.996016904591e-11,1.8047893719182e-09,1.4438600679218e-11,312448.20334071,0,11212.655575986,4.7417943605666e-12,0.033248237177039,1.227744e+25,0.10140016350603,246862447.22587,614597632.92274
10713600,-413288844.83659,1036.6690206592,2.9874292595339e-11,1.8257949451528e-09,1.4513155812246e-11,316035.49845227,0,11212.655575986,4.773860713833e-12,0.033518548048397,1.2377664e+25,0.10140016350603,247169665.86598,614595717.89053
10800000,-412312761.44051,1036.8301819202,2.9789100935727e-11,1.846876925142e-09,1.4586979842351e-11,319634.12658901,0,11212.655575986,4.8059251983733e-12,0.033788858919755,1.2477888e+25,0.10140016350603,247476339.5156,614593988.82363
10886400,-411315001.1915,1036.9893234449,2.9704590250106e-11,1.8680349912082e-09,1.4660075370306e-11,323244.0246519,0,11212.655575986,4.8379878253102e-12,0.034059169791113,1.2578112e+25,0.10140016350603,247782462.55322,614592442.60258
10972800,-410296046.59963,1037.1464619997,2.9620756726903e-11,1.8892688262144e-09,1.4732445016496e-11,326865.13053597,0,11212.655575986,4.8700486056844e-12,0.034329480662471,1.2678336e+25,0.10140016350603,248088029.43115,614591076.19671
11059200,-409256371.09241,1037.3016142152,2.9537596560301e-11,1.9105781164951e-09,1.4804091420094e-11,330497.38311334,0,11212.655575986,4.9021075504501e-12,0.034599791533829,1.277856e+25,0.10140016350603,248393034.68027,614589886.6616
11145600,-408196439.24129,1037.4547965851,2.9455105950575e-11,1.9319625517905e-09,1.4875017238257e-11,334140.72221677,0,11212.655575986,4.934164670469e-12,0.034870102405187,1.2878784e+25,0.10140016350603,248697472.91714,614588871.13393
11232000,-407116706.98406,1037.6060254668,2.9373281104418e-11,1.9534218251807e-09,1.4945225145345e-11,337795.08862364,0,11212.655575986,4.9662199765043e-12,0.035140413276545,1.2979008e+25,0.10140016350603,249001338.84875,614588026.83795
11318400,-406017621.82345,1037.7553170814,2.9292118235263e-11,1.9749556330232e-09,1.501471783217e-11,341460.42403996,0,11212.655575986,4.9982734792171e-12,0.035410724147903,1.3079232e+25,0.10140016350603,249304627.27839,614587351.07364
11404800,-404899623.04454,1037.9026875135,2.9211613563576e-11,1.9965636748916e-09,1.5083498005253e-11,345136.67108512,0,11212.655575986,5.0303251891638e-12,0.035681035019261,1.3179456e+25,0.10140016350603,249607333.11113,614586841.22279
11491200,-403763141.9162,1038.0481527113,2.9131763317154e-11,2.0182456535151e-09,1.5151568386111e-11,348823.77327664,0,11212.655575986,5.0623751167893e-12,0.035951345890619,1.327968e+25,0.10140016350603,249909451.35879,614586494.7471
11577600,-402608601.88404,1038.1917284868,2.9052563731402e-11,2.0400012747214e-09,1.5218931710565e-11,352521.6750154,0,11212.655575986,5.0944232724252e-12,0.036221656761977,1.3379904e+25,0.10140016350603,250210977.14488,614586309.18243
11664000,-401436418.77362,1038.3334305164,2.8974011049602e-11,2.061830247379e-09,1.5285590728058e-11,356230.32157114,0,11212.655575986,5.1264696662859e-12,0.036491967633335,1.3480128e+25,0.10140016350603,250511905.70918,614586282.14095
11750400,-400247000.97317,1038.4732743406,2.8896101523167e-11,2.0837322833431e-09,1.5351548201007e-11,359949.65906829,0,11212.655575986,5.158514308465e-12,0.036762278504693,1.3580352e+25,0.10140016350603,250812232.41306,614586411.30936
11836800,-399040749.6197,1038.6112753645,2.8818831411895e-11,2.1057070974011e-09,1.5416806904163e-11,363679.63447199,0,11212.655575986,5.1905572089358e-12,0.037032589376051,1.3680576e+25,0.10140016350603,251111952.74371,614586694.44625
11923200,-397818058.78977,1038.7474488584,2.8742196984197e-11,2.1277544072205e-09,1.5481369623991e-11,367420.19557448,0,11212.655575986,5.2225983775422e-12,0.037302900247409,1.37808e+25,0.10140016350603,251411062.31782,614587129.38569
12009600,-396579315.66412,1038.8818099582,2.8666194517332e-11,2.1498739332982e-09,1.5545239158079e-11,371171.29098176,0,11212.655575986,5.2546378240035e-12,0.037573211118767,1.3881024e+25,0.10140016350603,251709556.88685,614587714.03118
12096000,-395324900.70892,1039.0143736652,2.8590820297616e-11,2.1720653989105e-09,1.560841831455e-11,374932.87010053,0,11212.655575986,5.2866755579058e-12,0.037843521990126,1.3981248e+25,0.10140016350603,252007432.34001,614588446.35449
12182400,-394055187.84743,1039.1451548477,2.8516070620635e-11,2.1943285300647e-09,1.5670909911498e-11,378704.88312521,0,11212.655575986,5.3187115887058e-12,0.038113832861484,1.4081472e+25,0.10140016350603,252304684.70846,614589324.39675
12268800,-392770544.62097,1039.2741682404,2.8441941791441e-11,2.2166630554519e-09,1.5732716776447e-11,382487.28102548,0,11212.655575986,5.3507459257237e-12,0.038384143732842,1.4181696e+25,0.10140016350603,252601310.1695,614590346.26836
12355200,-391471332.3558,1039.4014284455,2.836843012474e-11,2.239068706401e-09,1.5793841745816e-11,386280.01553386,0,11212.655575986,5.3827785781438e-12,0.0386544546042,1.428192e+25,0.10140016350603,252897305.04927,614591510.14572
12441600,-390157906.32046,1039.5269499338,2.8295531945072e-11,2.2615452168337e-09,1.585428766441e-11,390083.0391336,0,11212.655575986,5.4148095550136e-12,0.038924765475558,1.4382144e+25,0.10140016350603,253192665.82645,614592814.27616
12528000,-388830615.87905,1039.6507470443,2.8223243586985e-11,2.2840923232206e-09,1.5914057384921e-11,393896.30504689,0,11212.655575986,5.4468388652404e-12,0.039195076346916,1.4482368e+25,0.10140016350603,253487389.13523,614594256.96513
12614400,-387489804.64881,1039.7728339854,2.8151561395193e-11,2.3067097645389e-09,1.5973153767447e-11,397719.76722309,0,11212.655575986,5.4788665175915e-12,0.039465387218274,1.4582592e+25,0.10140016350603,253781471.76892,614595836.58382
12700800,-386135810.6467,1039.8932248358,2.8080481724733e-11,2.3293972822298e-09,1.6031579679023e-11,401553.38032728,0,11212.655575986,5.5108925206909e-12,0.039735698089632,1.4682816e+25,0.10140016350603,254074910.68185,614597551.57658
12787200,-384768966.43002,1040.0119335449,2.8010000941113e-11,2.3521546201587e-09,1.6089337993182e-11,405397.09972911,0,11212.655575986,5.5429168830191e-12,0.04000600896099,1.478304e+25,0.10140016350603,254367702.99292,614599400.43701
12873600,-383389599.24273,1040.1289739336,2.7940115420448e-11,2.3749815245747e-09,1.6146431589508e-11,409250.88149168,0,11212.655575986,5.5749396129134e-12,0.040276319832348,1.4883264e+25,0.10140016350603,254659845.98701,614601381.73406
12960000,-381998031.15517,1040.2443596951,2.7870821549589e-11,2.3978777440724e-09,1.6202863353222e-11,413114.68236078,0,11212.655575986,5.6069607185637e-12,0.040546630703706,1.4983488e+25,0.10140016350603,254951337.11959,614603494.08515
13046400,-380594579.20115,1040.3581043958,2.7802115726252e-11,2.4208430295535e-09,1.6258636174764e-11,416988.45975435,0,11212.655575986,5.6389802080154e-12,0.040816941575064,1.5083712e+25,0.10140016350603,255242174.01498,614605736.18514
13132800,-379179555.50439,1040.470221476,2.7733994359125e-11,2.4438771341898e-09,1.6313752949426e-11,420872.17175164,0,11212.655575986,5.6709980891616e-12,0.041087252446422,1.5183936e+25,0.10140016350603,255532354.47273,614608106.77257
13219200,-377753267.41046,1040.5807242507,2.7666453867983e-11,2.4669798133874e-09,1.6368216576945e-11,424765.77708345,0,11212.655575986,5.7030143697534e-12,0.04135756331778,1.528416e+25,0.10140016350603,255821876.46578,614610604.65546
13305600,-376316017.61888,1040.6896259108,2.7599490683786e-11,2.490150824751e-09,1.6422029961156e-11,428669.23512171,0,11212.655575986,5.7350290573855e-12,0.041627874189138,1.5384384e+25,0.10140016350603,256110738.14473,614613228.70292
13392000,-374868104.31103,1040.7969395234,2.7533101248775e-11,2.5133899280496e-09,1.6475196009623e-11,432582.50586982,0,11212.655575986,5.7670421595071e-12,0.041898185060496,1.5484608e+25,0.10140016350603,256398937.83851,614615977.83286
13478400,-373409821.24315,1040.9026780334,2.746728201656e-11,2.5366968851823e-09,1.6527717633331e-11,436505.54995251,0,11212.655575986,5.7990536834135e-12,0.042168495931854,1.5584832e+25,0.10140016350603,256686474.0537,614618851.03737
13564800,-371941457.91245,1041.0068542641,2.7402029452192e-11,2.5600714601459e-09,1.6579597746314e-11,440438.32860689,0,11212.655575986,5.8310636362509e-12,0.042438806803212,1.5685056e+25,0.10140016350603,256973345.47879,614621847.34393
13651200,-370463299.61419,1041.1094809177,2.7337340032249e-11,2.5835134190023e-09,1.6630839265401e-11,444380.80367225,0,11212.655575986,5.8630720250094e-12,0.04270911767457,1.578528e+25,0.10140016350603,257259550.98291,614624965.86513
13737600,-368975624.91222,1041.2105508826,2.727321022175e-11,2.6070225294396e-09,1.6681445162285e-11,448332.93711029,0,11212.655575986,5.8950788283845e-12,0.042979428545928,1.5885504e+25,0.10140016350603,257545089.93291,614628204.42656
13824000,-367478716.66274,1041.3101159995,2.7209636567359e-11,2.6305985621493e-09,1.6731418252944e-11,452294.68472111,0,11212.655575986,5.927084109177e-12,0.043249739417286,1.5985728e+25,0.10140016350603,257829960.93864,614631564.88662
13910400,-365972845.5188,1041.4081688645,2.7146615556658e-11,2.6542412890134e-09,1.6780761514106e-11,456266.02582531,0,11212.655575986,5.9590878458258e-12,0.043520050288644,1.6085952e+25,0.10140016350603,258114163.72911,614635045.24626
13996800,-364458281.15246,1041.5047218271,2.7084143713164e-11,2.6779504840476e-09,1.6829477870264e-11,460246.91651519,0,11212.655575986,5.9910900449277e-12,0.043790361160002,1.6186176e+25,0.10140016350603,258397697.90045,614638644.70178
14083200,-362935289.69648,1041.5997869869,2.7022217571928e-11,2.7017259231802e-09,1.6877570247804e-11,464237.32155577,0,11212.655575986,6.0230907126722e-12,0.04406067203136,1.62864e+25,0.10140016350603,258680563.23957,614642362.69501
14169600,-361404133.74779,1041.6933762934,2.6960833679855e-11,2.7255673842245e-09,1.6925041574216e-11,468237.20620733,0,11212.655575986,6.055089855068e-12,0.044330982902718,1.6386624e+25,0.10140016350603,258962759.71342,614646198.67751
14256000,-359865072.45797,1041.7855016065,2.6899988595545e-11,2.7494746468515e-09,1.6971894778135e-11,472246.53625241,0,11212.655575986,6.0870874779261e-12,0.044601293774076,1.6486848e+25,0.10140016350603,259244287.46831,614650152.12313
14342400,-358318361.64719,1041.8761747449,2.6839678889917e-11,2.7734474925654e-09,1.7018132788178e-11,476265.27802483,0,11212.655575986,6.119083587115e-12,0.044871604645434,1.6587072e+25,0.10140016350603,259525146.84128,614654222.52965
14428800,-356764253.88706,1041.9654073703,2.6779901145465e-11,2.7974857046741e-09,1.706375853392e-11,480293.39840499,0,11212.655575986,6.1510781882082e-12,0.045141915516793,1.6687296e+25,0.10140016350603,259805338.33861,614658409.5769
14515200,-355202998.60373,1042.0532110306,2.6720651956755e-11,2.8215890682644e-09,1.7108774945057e-11,484330.86477495,0,11212.655575986,6.1830712866385e-12,0.045412226388151,1.678752e+25,0.10140016350603,260084862.66198,614662712.86114
14601600,-353634842.18512,1042.1395970812,2.6661927930066e-11,2.8457573701743e-09,1.7153184951677e-11,488377.64501912,0,11212.655575986,6.2150628875488e-12,0.045682537259509,1.6887744e+25,0.10140016350603,260363720.67865,614667132.10448
14688000,-352060027.9952,1042.2245769691,2.6603725684099e-11,2.869990398974e-09,1.7196991482944e-11,492433.70749424,0,11212.655575986,6.247052996245e-12,0.045952848130867,1.6987968e+25,0.10140016350603,260641913.44494,614671667.02916
14774400,-350478796.59629,1042.3081618983,2.6546041849077e-11,2.8942879449357e-09,1.7240197468387e-11,496499.02113074,0,11212.655575986,6.2790416176221e-12,0.046223159002225,1.7088192e+25,0.10140016350603,260919442.18732,614676317.47516
14860800,-348891385.72809,1042.3903628918,2.6488873067166e-11,2.9186498000101e-09,1.7282805837159e-11,500573.55528652,0,11212.655575986,6.3110287563436e-12,0.046493469873583,1.7188416e+25,0.10140016350603,261196308.30634,614681083.33926
14947200,-347298030.27009,1042.4711910669,2.6432215992886e-11,2.9430757578083e-09,1.7324819517143e-11,504657.27976795,0,11212.655575986,6.3430144172339e-12,0.046763780744941,1.728864e+25,0.10140016350603,261472513.38244,614685964.46319
15033600,-345698962.73631,1042.5506572649,2.6376067292137e-11,2.967565613572e-09,1.7366241436114e-11,508750.16493481,0,11212.655575986,6.3749986046319e-12,0.047034091616299,1.7388864e+25,0.10140016350603,261748059.16235,614690960.89333
15120000,-344094418.11631,1042.6287911689,2.6320423666334e-11,2.9921191645861e-09,1.7407074464918e-11,512852.18210849,0,11212.655575986,6.4069813508712e-12,0.047304402487657,1.7489088e+25,0.10140016350603,262022947.16932,614696074.19416
15206400,-342484613.48339,1042.7055659154,2.6265281757479e-11,3.0167362086668e-09,1.7447321641008e-11,516963.31029044,0,11212.655575986,6.4389626047008e-12,0.047574713359015,1.7589312e+25,0.10140016350603,262297180.25455,614701301.43391
15292800,-340869778.71328,1042.7810108499,2.6210638291826e-11,3.0414165460282e-09,1.7486985832672e-11,521083.50413584,0,11212.655575986,6.4709423977e-12,0.047845024230373,1.7689536e+25,0.10140016350603,262570760.27889,614706643.84622
15379200,-339250136.33496,1042.8551364805,2.6156489982914e-11,3.0661599782275e-09,1.7526069963401e-11,525212.74449244,0,11212.655575986,6.5029207334831e-12,0.048115335101731,1.778976e+25,0.10140016350603,262843689.66219,614712102.12727
15465600,-337625906.80909,1042.9279532135,2.6102833555978e-11,3.0909663083504e-09,1.7564576954953e-11,529351.0039299,0,11212.655575986,6.534897615842e-12,0.048385645973089,1.7889984e+25,0.10140016350603,263115970.94305,614717676.33546
15552000,-335997301.98861,1042.9994755898,2.6049664986014e-11,3.1158353408409e-09,1.7602510521749e-11,533498.2470101,0,11212.655575986,6.5668730246649e-12,0.048655956844447,1.7990208e+25,0.10140016350603,263387606.94903,614723365.94392
15638400,-334364549.66461,1043.0697159711,2.5996978025289e-11,3.1407668810683e-09,1.7639876663878e-11,537654.42455826,0,11212.655575986,6.5988468625954e-12,0.048926267715805,1.8090432e+25,0.10140016350603,263658600.37886,614729172.69386
15724800,-332727858.03813,1043.1386866749,2.5944769468184e-11,3.1657607368046e-09,1.7676678250375e-11,541819.54461402,0,11212.655575986,6.6308191547787e-12,0.049196578587163,1.8190656e+25,0.10140016350603,263928954.32685,614735096.33172
15811200,-331087439.01602,1043.2063975856,2.5893036124068e-11,3.190816717241e-09,1.7712918141437e-11,545993.58269038,0,11212.655575986,6.6627899222116e-12,0.049466889458521,1.829088e+25,0.10140016350603,264198671.95274,614741137.29396
15897600,-329443502.57391,1043.2728584873,2.5841774819555e-11,3.2159346329846e-09,1.7748599191627e-11,550176.51354873,0,11212.655575986,6.6947591838861e-12,0.049737200329879,1.8391104e+25,0.10140016350603,264467756.55589,614747296.06843
15984000,-327796256.8131,1043.3380790656,2.5790982397709e-11,3.2411142960415e-09,1.7783724250372e-11,554368.31233397,0,11212.655575986,6.7267269569678e-12,0.050007511201237,1.8491328e+25,0.10140016350603,264736211.57079,614753573.1941
16070400,-326145908.02291,1043.4020689106,2.5740655717323e-11,3.2663555197988e-09,1.7818296162415e-11,558568.95456947,0,11212.655575986,6.7586932569561e-12,0.050277822072595,1.8591552e+25,0.10140016350603,265004040.56273,614759969.26285
16156800,-324492660.73747,1043.4648375184,2.5690791652259e-11,3.2916581190082e-09,1.7852317768205e-11,562778.41615192,0,11212.655575986,6.7906580978309e-12,0.050548132943953,1.8691776e+25,0.10140016350603,265271247.22338,614766484.91698
16243200,-322836717.79493,1043.5263942936,2.5641387090853e-11,3.317021909769e-09,1.7885791904265e-11,566996.67334618,0,11212.655575986,6.8226214921833e-12,0.050818443815311,1.8792e+25,0.10140016350603,265537835.36577,614773120.85111
16329600,-321178280.39216,1043.5867485514,2.5592438935362e-11,3.3424467095121e-09,1.7918721403506e-11,571223.70278015,0,11212.655575986,6.8545834513349e-12,0.051088754686669,1.8892224e+25,0.10140016350603,265803808.91961,614779877.81139
16416000,-319517548.21616,1043.6459140016,2.5543942063591e-11,3.3679323363787e-09,1.7951111214995e-11,575459.4572389,0,11212.655575986,6.8865439037404e-12,0.051359065558027,1.8992448e+25,0.10140016350603,266069171.92485,614786756.58854
16502400,-317854719.33823,1043.7039040896,2.5495891429065e-11,3.3934786099466e-09,1.7982966208898e-11,579703.91680703,0,11212.655575986,6.9185027899973e-12,0.051629376429385,1.9092672e+25,0.10140016350603,266333928.52872,614793758.03282
16588800,-316189990.25076,1043.7607277745,2.5448284010468e-11,3.4190853517927e-09,1.8014289149634e-11,583957.0854076,0,11212.655575986,6.9504601401983e-12,0.051899687300743,1.9192896e+25,0.10140016350603,266598082.98091,614800883.09228
16675200,-314523556.20344,1043.8163937494,2.5401116805438e-11,3.4447523847556e-09,1.8045082792894e-11,588218.9412459,0,11212.655575986,6.9824159825445e-12,0.052169998172101,1.929312e+25,0.10140016350603,266861639.61662,614808132.56485
16761600,-312855610.88077,1043.8709108075,2.5354386829047e-11,3.470479532904e-09,1.8075349889875e-11,592489.46271644,0,11212.655575986,7.0143703412195e-12,0.05244030904346,1.9393344e+25,0.10140016350603,267124602.88399,614815507.63536
16848000,-311186346.80125,1043.9242875852,2.5308091112905e-11,3.4962666215346e-09,1.8105093185549e-11,596768.62866027,0,11212.655575986,7.0463232381893e-12,0.052710619914818,1.9493568e+25,0.10140016350603,267386977.27767,614823009.39327
16934400,-309515955.10594,1043.9765326443,2.5262226704154e-11,3.522113477155e-09,1.8134315420451e-11,601056.41818481,0,11212.655575986,7.0782746930122e-12,0.052980930786176,1.9593792e+25,0.10140016350603,267648767.39644,614830638.79325
17020800,-307844625.9666,1044.0276615979,2.5216787293347e-11,3.5480199263003e-09,1.8163022853549e-11,605352.7684894,0,11212.655575986,7.1102245711603e-12,0.053251241657534,1.9694016e+25,0.10140016350603,267909977.91907,614838397.01727
17107200,-306172547.97493,1044.0776849182,2.5171768935519e-11,3.573985797728e-09,1.8191219264714e-11,609657.69228342,0,11212.655575986,7.1421728616539e-12,0.053521552528892,1.979424e+25,0.10140016350603,268170613.54137,614846285.27555
17193600,-304499908.63055,1044.1266107962,2.5127168764419e-11,3.6000109217826e-09,1.821890731415e-11,613971.18418503,0,11212.655575986,7.1741196023808e-12,0.05379186340025,1.9894464e+25,0.10140016350603,268430679.06409,614854304.92171
17280000,-302826894.47681,1044.1744472763,2.5082983933345e-11,3.6260951299609e-09,1.8246089653126e-11,618293.22469735,0,11212.655575986,7.206064828573e-12,0.054062174271608,1.9994688e+25,0.10140016350603,268690179.31704,614862457.23115
17366400,-301153949.43803,1044.2212014763,2.5039211612299e-11,3.6522382548647e-09,1.8272768494027e-11,622623.79987435,0,11212.655575986,7.238008570072e-12,0.054332485142966,2.0094912e+25,0.10140016350603,268949097.06278,614870749.43859
17452800,-299481259.88117,1044.2668813063,2.4995848988764e-11,3.6784401302229e-09,1.8298946472543e-11,626962.89039611,0,11212.655575986,7.2699508544988e-12,0.054602796014324,2.0195136e+25,0.10140016350603,269207436.62026,614879183.0724
17539200,-297808997.81825,1044.3114946462,2.4952893265469e-11,3.7047005908712e-09,1.8324626240485e-11,631310.47744697,0,11212.655575986,7.301891706446e-12,0.054873106885682,2.029536e+25,0.10140016350603,269465203.67464,614887759.33388
17625600,-296137337.11823,1044.355045666,2.4910341653658e-11,3.7310194726455e-09,1.8349810455505e-11,635666.54238224,0,11212.655575986,7.3338311416265e-12,0.05514341775704,2.0395584e+25,0.10140016350603,269722403.8318,614896481.58487
17712000,-294466444.11877,1044.3975494638,2.4868191394493e-11,3.7573966127083e-09,1.8374501741098e-11,640031.06511189,0,11212.655575986,7.3657691914879e-12,0.055413728628398,2.0495808e+25,0.10140016350603,269979042.89226,614905346.94735
17798400,-292796491.65328,1044.4390100073,2.4826439724168e-11,3.7838318490956e-09,1.8398702749102e-11,644404.03174523,0,11212.655575986,7.397705866812e-12,0.055684039499756,2.0596032e+25,0.10140016350603,270235126.42452,614914358.90621
17884800,-291127649.80764,1044.4794348518,2.4785083895797e-11,3.8103250209553e-09,1.8422416118958e-11,648785.42244247,0,11212.655575986,7.4296411822974e-12,0.055954350371114,2.0696256e+25,0.10140016350603,270490660.04118,614923518.91218
17971200,-289460088.21206,1044.5188316084,2.4744121173231e-11,3.8368759684883e-09,1.8445644488153e-11,653175.21971084,0,11212.655575986,7.4615751508796e-12,0.056224661242472,2.079648e+25,0.10140016350603,270745649.30274,614932828.5067
18057600,-287793976.02823,1044.5572077907,2.470354883002e-11,3.8634845329351e-09,1.8468390493306e-11,657573.40637748,0,11212.655575986,7.4935077836636e-12,0.05649497211383,2.0896704e+25,0.10140016350603,271000099.73198,614942289.25668
18144000,-286129482.07753,1044.59457073,2.4663364148635e-11,3.8901505565622e-09,1.84906567708e-11,661979.96549485,0,11212.655575986,7.525439089933e-12,0.056765282985188,2.0996928e+25,0.10140016350603,271254016.79994,614951902.80432
18230400,-284466774.80064,1044.6309278924,2.462356442047e-11,3.9168738826586e-09,1.8512445956152e-11,666394.8802976,0,11212.655575986,7.5573690778076e-12,0.057035593856546,2.1097152e+25,0.10140016350603,271507405.91437,614961670.8812
18316800,-282806022.31204,1044.6662865648,2.4584146944691e-11,3.9436543555186e-09,1.8533760685494e-11,670818.134371,0,11212.655575986,7.589297753846e-12,0.057305904727904,2.1197376e+25,0.10140016350603,271760272.41777,614971595.24635
18403200,-281147392.41206,1044.7006540218,2.4545109028043e-11,3.970491820435e-09,1.8554603595362e-11,675249.71146837,0,11212.655575986,7.621225123418e-12,0.057576215599262,2.12976e+25,0.10140016350603,272012621.57272,614981677.7401
18489600,-279491052.55561,1044.7340374695,2.4506447984302e-11,3.9973861236873e-09,1.8574977323249e-11,679689.59560228,0,11212.655575986,7.6531511907358e-12,0.05784652647062,2.1397824e+25,0.10140016350603,272264458.56754,614991920.27287
18576000,-277837169.98284,1044.7664441016,2.4468161133937e-11,4.0243371125331e-09,1.8594884507646e-11,684137.771009,0,11212.655575986,7.6850759590102e-12,0.058116837341978,2.1498048e+25,0.10140016350603,272515788.49228,615002324.78432
18662400,-276185911.68798,1044.7978810153,2.4430245803543e-11,4.0513446351959e-09,1.8614327788662e-11,688594.22217424,0,11212.655575986,7.7169994304016e-12,0.058387148213336,2.1598272e+25,0.10140016350603,272766616.34382,615012893.29925
18748800,-274537444.39738,1044.8283552855,2.4392699325636e-11,4.078408540857e-09,1.8633309808057e-11,693058.93377994,0,11212.655575986,7.7489216062357e-12,0.058657459084694,2.1698496e+25,0.10140016350603,273016947.0096,615023627.9243
18835200,-272891934.65877,1044.8578739408,2.4355519038237e-11,4.105528679645e-09,1.8651833209553e-11,697531.8907435,0,11212.655575986,7.7808424869885e-12,0.058927769956052,2.179872e+25,0.10140016350603,273266785.26348,615034530.76142
18921600,-271249548.83433,1044.8864439819,2.4318702284611e-11,4.1327049026269e-09,1.8669900638983e-11,702013.07820035,0,11212.655575986,7.8127620724168e-12,0.05919808082741,2.1898944e+25,0.10140016350603,273516135.75542,615045604.03642
19008000,-269610453.11651,1044.9140722776,2.4282246412717e-11,4.1599370617957e-09,1.8687514744975e-11,706502.48150392,0,11212.655575986,7.8446803613924e-12,0.059468391698768,2.1999168e+25,0.10140016350603,273765003.00784,615056850.00725
19094400,-267974813.56492,1044.9407657935,2.4246148775431e-11,4.1872250100664e-09,1.8704678178207e-11,711000.08616929,0,11212.655575986,7.876597352396e-12,0.059738702570127,2.2099392e+25,0.10140016350603,274013391.40424,615068270.98175
19180800,-266342796.08766,1044.9665313217,2.4210406729681e-11,4.2145686012607e-09,1.8721393592764e-11,715505.87799524,0,11212.655575986,7.9085130430299e-12,0.060009013441485,2.2199616e+25,0.10140016350603,274261305.17997,615079869.34665
19267200,-264714566.52863,1044.9913757105,2.4175017636697e-11,4.241967690103e-09,1.8737663645308e-11,720019.84290479,0,11212.655575986,7.940427430513e-12,0.060279324312843,2.229984e+25,0.10140016350603,274508748.41586,615091647.53831
19353600,-263090290.61045,1045.0153057206,2.4139978861446e-11,4.269422132208e-09,1.8753490995959e-11,724541.96707497,0,11212.655575986,7.9723405114229e-12,0.060549635184201,2.2400064e+25,0.10140016350603,274755725.02621,615103608.0431
19440000,-261470134.00902,1045.0383280641,2.4105287772501e-11,4.2969317840729e-09,1.8768878308225e-11,729072.23684529,0,11212.655575986,8.0042522818226e-12,0.060819946055559,2.2500288e+25,0.10140016350603,275002238.75747,615115753.40706
19526400,-259854262.33035,1045.0604494534,2.4070941741906e-11,4.3244965030695e-09,1.8783828249061e-11,733610.63873858,0,11212.655575986,8.0361627373556e-12,0.061090256926917,2.2600512e+25,0.10140016350603,275248293.17916,615128086.21874
19612800,-258242841.17743,1045.0816765401,2.4036938144836e-11,4.3521161474343e-09,1.8798343489218e-11,738157.15948579,0,11212.655575986,8.0680718731745e-12,0.061360567798275,2.2700736e+25,0.10140016350603,275493891.66788,615140609.17642
19699200,-256636036.10966,1045.1020159537,2.4003274359494e-11,4.3797905762611e-09,1.8812426703299e-11,742711.78598372,0,11212.655575986,8.0999796840322e-12,0.061630878669633,2.280096e+25,0.10140016350603,275739037.40252,615153324.9541
19785600,-255034012.70855,1045.1214742563,2.3969947766769e-11,4.4075196494909e-09,1.8826080570116e-11,747274.50531213,0,11212.655575986,8.1318861641973e-12,0.061901189540991,2.2901184e+25,0.10140016350603,275983733.36306,615166236.34304
19872000,-253436936.55904,1045.1400580521,2.3936955750333e-11,4.4353032279071e-09,1.8839307772367e-11,751845.3047072,0,11212.655575986,8.1637913077112e-12,0.062171500412349,2.3001408e+25,0.10140016350603,276227982.31404,615179346.14485
19958400,-251844973.29142,1045.1577738169,2.3904295696053e-11,4.4631411731225e-09,1.885211099752e-11,756424.17161773,0,11212.655575986,8.1956951080538e-12,0.062441811283707,2.3101632e+25,0.10140016350603,276471786.8014,615192657.2364
20044800,-250258288.57638,1045.1746280679,2.3871964992186e-11,4.491033347576e-09,1.8864492937261e-11,761011.09359873,0,11212.655575986,8.2275975584965e-12,0.062712122155065,2.3201856e+25,0.10140016350603,276715149.14288,615206172.51875
20131200,-248677048.23923,1045.1906271135,2.3839961028707e-11,4.5189796145173e-09,1.8876456288568e-11,765606.05840569,0,11212.655575986,8.2594986516348e-12,0.062982433026423,2.330208e+25,0.10140016350603,276958071.4134,615219895.05605
