time,dT,flow_hx_bot,flow_hx_top,heat_exchanger_T_ambient,max_flow_T,max_v,mdot,min_flow_T,pump,total_fission_source,total_power,total_power_density,lambda
34,97.736714969367,-4.4847477782649,4.4847477782649,949.82705218618,4839.0152487318,2.0317747571444,19212.659482087,-4400.6907334181,1,63.28796951124,3002338893.2369,323876903.26181,3.4960415765608e-13
34.25,97.736776098418,-4.4847492850833,4.4847492850833,949.82505506855,4839.0142360203,2.0317764982942,19212.665937297,-4400.6892992866,1,63.287842248174,3002332853.9523,323876251.77479,3.2047318988055e-13
34.5,97.737524631231,-4.4847508945358,4.4847508945357,949.82294920111,4839.0143449717,2.0317786690727,19212.672832191,-4400.6858939521,1,63.282224205641,3002067577.4447,323847635.10731,3.7751869389454e-13
34.75,97.738718743925,-4.4847526386486,4.4847526386486,949.82101574274,4839.0153356199,2.0317812737784,19212.680303971,-4400.681358835,1,63.282238861944,3002067034.4672,323847576.53368,5.6633761909485e-14
35,97.740091711279,-4.484754489947,4.4847544899471,949.81948726531,4839.0168536641,2.0317842313616,19212.688234933,-4400.6765385141,1,63.282188851576,3002064660.6026,323847320.45335,4.0100333546564e-14
35.25,97.741392132467,-4.4847563709062,4.4847563709062,949.81852622783,4839.0185195111,2.0317873944978,19212.696292962,-4400.6721884438,1,63.282179432737,3002064213.5048,323847272.22274,-1.5898052480409e-13
35.5,97.742416055239,-4.484758161434,4.484758161434,949.81821514963,4839.0199778717,2.0317905754459,19212.703963583,-4400.6688797497,1,63.282109564339,3002060898.0339,323846914.56677,-4.1097974955755e-14
35.75,97.743029959931,-4.484759728452,4.484759728452,949.81855802304,4839.0209903606,2.0317935810488,19212.710676688,-4400.6669858594,1,63.282103349895,3002060603.1941,323846882.76096,-1.0825398823607e-13
36,97.74317132347,-4.4847609448767,4.4847609448767,949.8194909139,4839.0214145282,2.0317962382686,19212.715887852,-4400.6666571483,1,63.282078706421,3002059433.9065,323846756.62422,-4.3904068686925e-13
36.25,97.742840054259,-4.4847617154582,4.4847617154582,949.82089882178,4839.0212043131,2.031798416776,19212.719189023,-4400.6678572776,1,63.282080059981,3002059498.3166,323846763.57245,-5.5848452443502e-13
36.5,97.742081205405,-4.4847619917362,4.4847619917362,949.82263561225,4839.02036798,2.0318000405627,19212.720372598,-4400.6703971968,1,63.282082925355,3002059634.6763,323846778.28224,-6.3530251424732e-13
36.75,97.740968287577,-4.4847617802268,4.4847617802268,949.82454415233,4839.0189443072,2.0318010920061,19212.719466492,-4400.6739853687,1,63.282086203026,3002059790.2935,323846795.06942,-6.9044757813118e-13
37,97.739589590262,-4.4847611414577,4.4847611414577,949.82647412191,4839.0169903677,2.0318016083738,19212.716730005,-4400.6782769913,1,63.282088898447,3002059918.2468,323846808.87236,-4.4847684656009e-13
37.25,97.738038573756,-4.4847601809836,4.4847601809836,949.82829571761,4839.0145822221,2.0318016724086,19212.712615334,-4400.6829186591,1,63.282090302561,3002059984.8239,323846816.05436,-3.1047160140407e-13
37.5,97.736407570651,-4.4847590347171,4.4847590347171,949.82990823041,4839.0118217466,2.0318013989701,19212.707704728,-4400.6875848734,1,63.282090313102,3002059985.5209,323846816.12955,-6.2157782515792e-13
37.75,97.734783547837,-4.4847578514477,4.4847578514477,949.83124340629,4839.0088418628,2.0318009198301,19212.702635602,-4400.6920039871,1,63.282088564981,3002059902.8104,323846807.20716,-6.0300267085539e-13
38,97.733245096733,-4.4847567751519,4.4847567751519,949.83226438916,4839.0058060859,2.0318003684793,19212.698024751,-4400.6959729807,1,63.282083598108,3002059666.747,323846781.74186,-2.0861619585493e-13
38.25,97.731860039268,-4.4847559299195,4.4847559299195,949.83296169941,4839.0029001429,2.0317998668275,19212.694403775,-4400.6993612897,1,63.282076323163,3002059321.747,323846744.52503,-8.9174357392995e-14
38.5,97.730683422318,-4.4847554081297,4.4847554081297,949.83334793543,4839.0003138286,2.0317995145406,19212.692168428,-4400.7021028102,1,63.282052146646,3002058174.65,323846620.78209,-9.054692166238e-14
38.75,97.729755866391,-4.4847552615594,4.4847552615594,949.83345263717,4838.998220076,2.0317993812586,19212.691540521,-4400.7041832433,1,63.281975672671,3002054545.3958,323846229.27679,6.9598439142605e-14
39,97.729102440537,-4.4847554768471,4.4847554768471,949.83331813324,4838.9967452279,2.031799493763,19212.692462813,-4400.7056178104,1,63.28161756054,3002037731.8248,323844415.51508,6.6598517266696e-14
39.25,97.728731793472,-4.4847558294485,4.4847558294485,949.83299647547,4838.9957739962,2.0317997771552,19212.693973357,-4400.7062743808,1,63.27920668802,3001923892.4917,323832135.11237,-1.2107080548121e-13
39.5,97.72862758092,-4.4847563324706,4.4847563324706,949.83254677937,4838.9953895781,2.0318002717852,19212.696128304,-4400.7063081709,1,63.279206129321,3001923159.9069,323832056.08489,-1.5723814473192e-13
39.75,97.72874817789,-4.484756969806,4.484756969806,949.83203250301,4838.9955662831,2.0318009779865,19212.698858649,-4400.7058817419,1,63.279060446249,3001916248.0011,323831310.46399,-9.3972725250561e-14
40,97.729031853122,-4.4847575967947,4.4847575967947,949.83151813119,4838.9960631087,2.0318018167753,19212.701544668,-4400.705045078,1,63.27760303358,3001848102.3129,323823959.25705,7.2678032570571e-14
40.25,97.729408233674,-4.4847582115582,4.4847582115582,949.83106505747,4838.9967719474,2.0318027708335,19212.704178316,-4400.7040058607,1,63.2776054098,3001847222.5213,323823864.34966,-1.0453875470558e-13
40.5,97.729805279075,-4.4847588041338,4.4847588041338,949.8307271724,4838.9975595924,2.0318038026794,19212.706716909,-4400.7029549408,1,63.277595155466,3001846735.822,323823811.84703,1.3365200811521e-13
40.75,97.73015820027,-4.4847593537052,4.4847593537052,949.83054666508,4838.9982979861,2.0318048597691,19212.709071273,-4400.7020568583,1,63.277557193744,3001844934.6274,323823617.54341,6.2783615358355e-15
41,97.730416089335,-4.4847598367637,4.4847598367637,949.830550579,4838.9988913048,2.0318058856175,19212.711140695,-4400.7014463971,1,63.277554812964,3001844821.6634,323823605.35744,7.8442042447315e-14
41.25,97.73054452635,-4.4847602269498,4.4847602269499,949.8307485054,4838.9992788422,2.031806826068,19212.712812253,-4400.7012197923,1,63.277549513713,3001844570.4109,323823578.2536,1.8086086397118e-13
41.5,97.730525768581,-4.4847605003537,4.4847605003537,949.83113174084,4838.9994339527,2.0318076364262,19212.713983515,-4400.701432307,1,63.277546997474,3001844450.9722,323823565.36917,1.9439136527353e-13
41.75,97.730356930178,-4.4847606402248,4.4847606402248,949.83167407571,4838.9993557315,2.0318082859449,19212.714582723,-4400.702097616,1,63.277547954852,3001844496.4253,323823570.27242,2.716237660883e-13
42,97.730047427935,-4.4847606403044,4.4847606403044,949.83233445732,4838.9990583274,2.0318087597931,19212.714583064,-4400.7031882476,1,63.277546250783,3001844415.5911,323823561.55244,3.3597330511815e-13
42.25,97.729616767145,-4.4847605076082,4.4847605076083,949.83306145867,4838.9985654247,2.0318090594438,19212.714014594,-4400.7046397237,1,63.277547545229,3001844477.0426,323823568.18151,3.6331528232072e-13
42.5,97.729092462882,-4.484760262555,4.484760262555,949.83379918336,4838.9979069678,2.0318092010349,19212.712964786,-4400.7063565947,1,63.277548666109,3001844530.2526,323823573.92154,5.4509680537555e-13
42.75,97.7285080293,-4.4847599372523,4.4847599372523,949.83449383638,4838.9971197835,2.031809212547,19212.711571189,-4400.7082222462,1,63.277546856682,3001844444.5381,323823564.67509,5.0439293257297e-13
43,97.727900573749,-4.4847595727417,4.4847595727417,949.83509989379,4838.9962500976,2.0318091304084,19212.710009625,-4400.7101124755,1,63.277547037223,3001844453.1042,323823565.59916,5.3174451369858e-13
43.25,97.72730779065,-4.4847592143298,4.4847592143298,949.83558481802,4838.9953535742,2.031808995295,19212.708474189,-4400.7119094684,1,63.277546510348,3001844428.086,323823562.90032,4.1451472797159e-13
43.5,97.726764691452,-4.4847589063387,4.4847589063387,949.83593160414,4838.9944933409,2.0318088479015,19212.707154755,-4400.7135150032,1,63.277542515744,3001844238.4095,323823542.439,4.0352114203882e-13
43.75,97.72630055164,-4.4847586876709,4.4847586876709,949.83613892661,4838.993736612,2.0318087253457,19212.706217982,-4400.7148611991,1,63.277540484989,3001844141.9968,323823532.03849,4.8087532664684e-13
44,97.725936516721,-4.4847585871301,4.4847585871301,949.83621918545,4838.9931479814,2.0318086577347,19212.705787265,-4400.7159150027,1,63.277535259956,3001843893.9868,323823505.28445,2.7208489271336e-13
44.25,97.725684314878,-4.4847586208475,4.4847586208475,949.83619509293,4838.9927835202,2.0318086660552,19212.705931711,-4400.7166783109,1,63.277530059731,3001843647.2551,323823478.6683,2.69560005599e-13
44.5,97.72554634751,-4.4847587870019,4.4847587870019,949.83609557865,4838.9926826478,2.0318087592494,19212.706643516,-4400.7171799513,1,63.277485007508,3001841510.0129,323823248.11359,5.8371114353458e-14
44.75,97.725516314171,-4.4847590272904,4.4847590272904,949.83595173496,4838.9928213985,2.0318089178286,19212.707672912,-4400.7174299119,1,63.276961725094,3001816685.9318,323820570.21918,8.5400369944963e-15
45,97.725577665091,-4.4847593306615,4.4847593306615,949.83579329299,4838.9931927882,2.0318091447913,19212.708972554,-4400.7174965104,1,63.276929336168,3001815149.3134,323820404.45668,-6.0431269482963e-14
45.25,97.725707835528,-4.4847596592707,4.4847596592707,949.83564604284,4838.9937508441,2.0318094249755,19212.710380316,-4400.7174386696,1,63.276628728656,3001802618.0706,323819052.65056,-1.6413293711933e-13
45.5,97.725881376284,-4.4847599894031,4.4847599894031,949.83553028793,4838.9944578653,2.0318097454617,19212.711794603,-4400.7173351398,1,63.27657705949,3001798437.28,323818601.64832,-1.0471186370608e-14
45.75,97.726070393618,-4.4847602988166,4.4847602988166,949.83546033567,4838.9952465013,2.0318100889977,19212.71312013,-4400.7172458406,1,63.276496678331,3001794624.1453,323818190.30694,-3.6425384783499e-13
46,97.726249806549,-4.4847605704806,4.4847605704806,949.83544480795,4838.9960520756,2.0318104370624,19212.714283939,-4400.7172202422,1,63.276454220286,3001792610.006,323817973.03194,-3.8067697620216e-13
46.25,97.726399532796,-4.4847607935998,4.4847607935998,949.83548746266,4838.9968197703,2.0318107717868,19212.715239781,-4400.717294646,1,63.276453597773,3001792580.4513,323817969.84372,-4.1156680840813e-13
46.5,97.726505674486,-4.4847609598849,4.4847609598849,949.83558814183,4838.997506622,2.0318110758704,19212.715952147,-4400.717489227,1,63.276451104859,3001792462.2164,323817957.08915,-3.3921278681628e-13
46.75,97.726560423096,-4.4847610646307,4.4847610646307,949.8357435449,4838.998084292,2.0318113349627,19212.716400878,-4400.7178111262,1,63.276449299138,3001792376.5459,323817947.84746,-3.6426398477694e-13
47,97.726561157135,-4.4847611072658,4.4847611072658,949.83594764416,4838.9985387672,2.0318115392437,19212.716583527,-4400.7182581428,1,63.276449038661,3001792364.1808,323817946.51357,-3.591399988662e-13
47.25,97.726509304104,-4.4847610910926,4.4847610910926,949.83619181741,4838.9988678931,2.0318116840132,19212.716514241,-4400.7188213977,1,63.276447189612,3001792276.4995,323817937.05496,1.0638827330043e-14
47.5,97.726409352365,-4.4847610234173,4.4847610234173,949.83646494612,4838.9990784902,2.0318117699251,19212.71622432,-4400.7194868682,1,63.276447032486,3001792269.0401,323817936.25028,-2.9109048169408e-15
47.75,97.726268248329,-4.484760914753,4.484760914753,949.8367537336,4838.9991841081,2.0318118023149,19212.715758802,-4400.7202359234,1,63.276446802846,3001792258.1377,323817935.07419,2.4689702388465e-14
48,97.72609506482,-4.4847607780245,4.4847607780245,949.83704346915,4838.9992032953,2.0318117902649,19212.715173057,-4400.7210451591,1,63.276446435506,3001792240.6978,323817933.19286,4.761117577223e-14
48.25,97.725900739665,-4.4847606274452,4.4847606274452,949.83731924814,4838.9991587457,2.031811745373,19212.714527975,-4400.7218868268,1,63.276444585396,3001792152.896,323817923.72125,-6.6256337483119e-14
48.5,97.725697561277,-4.484760477913,4.484760477913,949.83756746441,4838.9990760385,2.0318116807364,19212.713887379,-4400.7227299392,1,63.276443792464,3001792115.251,323817919.6603,-4.9605030074265e-14
48.75,97.725498447588,-4.4847603437201,4.4847603437201,949.83777728502,4838.998983323,2.0318116096184,19212.713312497,-4400.723543315,1,63.276442729553,3001792064.789,323817914.21672,-1.1685464138855e-13
49,97.725315954089,-4.4847602373302,4.4847602373302,949.83794180687,4838.9989097526,2.0318115442823,19212.712856723,-4400.7242985812,1,63.276440463052,3001791957.202,323817902.61079,-9.658884336203e-14
49.25,97.725161154967,-4.4847601684913,4.4847601684913,949.83805869653,4838.9988834983,2.0318114951349,19212.712561817,-4400.7249732911,1,63.276437888961,3001791835.4392,323817889.47565,1.7269392695476e-13
49.5,97.725042649284,-4.4847601431535,4.4847601431535,949.8381302296,4838.998929757,2.0318114699187,19212.71245327,-4400.7255534955,1,63.276433266104,3001791616.18,323817865.82308,1.9626272213724e-13
49.75,97.72496568322,-4.4847601634487,4.4847601634487,949.83816276959,4838.9990674568,2.0318114735362,19212.712540214,-4400.7260343863,1,63.276427988676,3001791366.2403,323817838.86088,1.3254277553063e-13
50,97.724931488054,-4.484760228653,4.484760228653,949.8381658076,4838.9993058755,2.0318115083549,19212.712819549,-4400.72641979,1,63.27642488308,3001791218.5349,323817822.92717,1.3905703139843e-13
50.25,98.751775134252,-4.3530697370376,4.3530697370376,949.83816998929,4699.9390627185,1.9620807617803,18648.550753469,-4270.0656989029,0.5,62.294513358295,2963064771.9462,319640212.72343,-9.5434687891617e-13
50.5,99.936075684969,-4.2350518250238,4.2350518250238,949.8382058269,4575.0815986821,1.9145198899924,18142.962018402,-4151.8471389668,0.5,61.416452245864,2936074104.0025,316728598.05852,-7.7978378520416e-13
50.75,101.13409230464,-4.1294962769869,4.1294962769869,949.8382970945,4463.0024208708,1.8719578738566,17690.762050612,-4045.3695632224,0.5,60.501248476791,2891533174.322,311923751.2753,-4.7072250953802e-13
51,102.23777623537,-4.0352405096494,4.0352405096494,949.83844186419,4362.4057724525,1.8342017340756,17286.970343338,-3949.851756171,0.5,59.71621245583,2853263714.5144,307795438.45894,-4.6891347231719e-13
51.25,103.20871426269,-3.9511277661196,3.9511277661196,949.83859550354,4272.1735734963,1.8008605368302,16926.631350056,-3864.3827568675,0.5,59.032345677722,2817796995.3191,303969470.90821,-5.1112658604176e-13
51.5,104.06268678243,-3.8760533013172,3.8760533013172,949.83864417039,4191.3473629453,1.7714327284441,16605.012342843,-3787.9948422984,0.5,58.462284621948,2788041086.7828,300759556.28725,-2.9235673525352e-13
51.75,104.84325386926,-3.8089944039262,3.8089944039262,949.83834750452,4119.0770886573,1.7454963545159,16317.73202642,-3719.7297213799,0.5,57.992658177623,2763140365.4441,298073394.33054,-2.270041297873e-13
52,105.59597337876,-3.7490274871585,3.7490274871585,949.83721378164,4054.568130078,1.7226441878169,16060.833754987,-3658.6859233478,0.5,57.616975853728,2743015760.8597,295902455.32468,-4.4054105557872e-13
52.25,106.35304478435,-3.6953311226031,3.6953311226031,949.83427246864,3997.0517690278,1.702495837342,15830.798529232,-3604.0420526526,0.5,57.324705350748,2727097037.6837,294185225.2086,6.2074224992164e-14
52.5,107.12993275689,-3.6471817074347,3.6471817074347,949.82773992901,3945.7861527274,1.684706332008,15624.52643465,-3555.0638216577,0.5,57.107324195027,2714983747.9995,292878505.71731,-8.9088702034964e-14
52.75,107.92848951045,-3.6039449164539,3.6039449164539,949.81463966023,3900.0692333219,1.6689690231458,15439.300022088,-3511.1009022102,0.5,56.955181684963,2706184832.4754,291929323.89162,-1.6610225870067e-13
53,108.74241311004,-3.5650657366553,3.5650657366553,949.79051765906,3859.2529103342,1.6550156909367,15272.741615831,-3471.5790592344,0.5,56.8564110389,2700154032.723,291278752.18155,3.9488936702511e-14
53.25,109.56254765337,-3.5300590544303,3.5300590544302,949.74943806785,3822.753664252,1.6426154743632,15122.772989179,-3435.9914008817,0.5,56.805428285527,2696582322.9528,290893454.47171,-1.192508181523e-13
53.5,110.38062796222,-3.4985007217868,3.4985007217868,949.68441619404,3790.056492038,1.6315723686432,14987.577092134,-3403.8897854409,0.5,56.793030816027,2695015685.0035,290724453.61418,-2.046580470214e-13
53.75,111.1913354623,-3.4700191619568,3.4700191619568,949.58842148878,3760.7131484593,1.6217213770099,14865.562089823,-3374.8770837615,0.5,56.805672004834,2694823912.7648,290703766.20979,-3.3542921396222e-13
54,111.99677459152,-3.4442906304736,3.4442906304736,949.45541158889,3734.3532347049,1.6129251165745,14755.341060949,-3348.6037933361,0.5,56.853705144864,2696924769.2651,290930395.82148,-5.5235743552031e-13
54.25,112.79515215793,-3.4210300222449,3.4210300222449,949.28144974943,3710.636308288,1.6050681931877,14655.692615297,-3324.760706392,0.5,56.932805389587,2699849394.5047,291245889.37483,-3.6121643987866e-13
54.5,113.5901026205,-3.3999865165854,3.3999865165854,949.06574896244,3689.2815294682,1.5980533120581,14565.542237052,-3303.0767121409,0.5,57.039128926407,2704074261.3044,291701646.31115,-3.3112125007482e-13
54.75,114.38584580445,-3.3809385932716,3.3809385932716,948.81125224345,3670.047691907,1.5917972703939,14483.940933576,-3283.3161713027,0.5,57.170825741975,2709680730.7653,292306443.44825,-3.4179541400513e-13
55,115.18558290791,-3.3636895523914,3.3636895523914,948.52458681474,3652.7249348701,1.5862275280405,14410.046042445,-3265.2763930567,0.5,57.327822045055,2716542579.3065,293046664.43435,-6.0694115895376e-14
55.25,115.99177580928,-3.3480635285074,3.3480635285074,948.21541637745,3637.1325372515,1.581278923416,14343.104156126,-3248.7847030577,0.5,57.504652857793,2724402641.749,293894567.61047,1.284647223708e-13
55.5,116.80512030594,-3.3339014644754,3.3339014644754,947.89531782422,3623.1110717137,1.5768905150265,14282.433873813,-3233.6943100675,0.5,57.693916335678,2732883943.8408,294809486.92997,3.9020452579614e-13
55.75,117.62667854229,-3.3210588239105,3.3210588239105,947.57643204989,3610.5258569231,1.5730032713834,14227.416001633,-3219.8807382229,0.5,57.88764192499,2741873226.4393,295779204.57813,7.6506602787085e-14
56,118.45017315973,-3.3094026231195,3.3094026231196,947.27013878329,3599.235914478,1.5695578783676,14177.480837444,-3207.2366007143,0.5,58.082369052378,2750999009.693,296763647.21607,1.1518777533512e-13
56.25,119.26826968625,-3.2988095187697,3.2988095187697,946.98591499613,3589.1101677126,1.5664938969291,14132.099978409,-3195.6668643844,0.5,58.270552891182,2759925500.9387,297726591.25552,4.7928515704322e-13
56.5,120.07474189643,-3.2891657649901,3.2891657649901,946.73043345188,3580.0314213823,1.5637913324536,14090.786137218,-3185.0856910966,0.5,58.454126207407,2768730985.1725,298676481.67988,1.7073693041201e-13
56.75,120.86370407252,-3.2803663780855,3.2803663780855,946.50695832196,3571.8898534684,1.5616102077909,14053.089563718,-3175.412622298,0.5,58.633765521752,2777316039.3283,299602593.2393,1.5496873559637e-13
57,121.6300864686,-3.2723156198726,3.2723156198726,946.3153612571,3564.5825083186,1.5596026437042,14018.600115534,-3166.5704765209,0.5,58.810959789991,2785890647.7947,300527577.97138,-1.6975226325711e-14
57.25,122.36981659666,-3.2649268101828,3.2649268101828,946.15282112514,3558.0120621741,1.5577217362717,13986.946454823,-3158.4835672105,0.5,58.985947843002,2794157229.9359,301419334.40516,-1.6914914481282e-13
57.5,123.08012829289,-3.2581236907022,3.2581236907022,946.01489634518,3552.0890730452,1.5559352361462,13957.801890968,-3151.0787911995,0.5,59.163090136099,2802563598.4391,302326170.27391,-5.6943692501467e-14
57.75,123.76141997634,-3.2518398883322,3.2518398883322,945.8966150723,3546.738495142,1.5542256289769,13930.882081615,-3144.2861730263,0.5,59.339700990715,2810909634.4551,303226497.78372,4.6325264885949e-14
58,124.40907438957,-3.2460186315746,3.2460186315746,945.7933338234,3541.8746132763,1.5525877691298,13905.943817665,-3138.0404398708,0.5,59.515217102473,2819233781.0184,304124463.97178,1.1041609295026e-13
58.25,125.02261401422,-3.2406119401683,3.2406119401684,945.70122678232,3537.4320947522,1.5510250110934,13882.781551681,-3132.2823189867,0.5,59.688174597588,2827462650.6554,305012152.17426,3.2453189491522e-13
58.5,125.6020155557,-3.2355795768849,3.2355795768849,945.61739006576,3533.3546807109,1.5495449738768,13861.222907375,-3126.9593643632,0.5,59.856269658076,2835499446.4037,305879120.4319,9.7836376531149e-14
58.75,126.14766189632,-3.2308877618323,3.2308877618323,945.53966047037,3529.59495774,1.5481557483163,13841.12317169,-3122.0260207354,0.5,60.01726303024,2843254964.5745,306715745.90879,6.2621956329397e-14
59,126.66048828812,-3.2265078602329,3.2265078602329,945.4663073943,3526.1141009679,1.5468631252582,13822.359673238,-3117.4430399254,0.5,60.168886396954,2850620403.536,307510291.64359,7.8820347425167e-14
59.25,127.14195693855,-3.2224152572271,3.2224152572271,945.39574732182,3522.880729812,1.5456690781789,13804.826961961,-3113.1765479395,0.5,60.309667628396,2857525389.5574,308255166.07955,1.0650024748025e-13
59.5,127.59396931785,-3.2185883486817,3.2185883486817,945.32638298727,3519.869352081,1.5445713331504,13788.432485752,-3109.1968890726,0.5,60.438753963326,2863899113.2662,308942730.66517,1.6134584284395e-13
59.75,128.01902688152,-3.2150078697114,3.2150078697114,945.25661386697,3517.0598669125,1.5435638317533,13773.093713843,-3105.4776880156,0.5,60.555344579615,2869717448.3509,309570382.77788,3.3775972795198e-13
60,128.42009794079,-3.2116563843597,3.2116563843597,945.18500897539,3514.4363725831,1.5426377111758,13758.735950597,-3101.9951451515,0.5,60.660733327753,2875001744.7504,310140425.53941,3.2240826427598e-13
60.25,128.80034374497,-3.2085177900484,3.2085177900484,945.11057925619,3511.985754965,1.541782378499,13745.290212567,-3098.7275606949,0.5,60.75415499458,2879711402.5758,310648479.24226,6.7822416684466e-14
60.5,129.16280484906,-3.2055771601979,3.2055771601979,945.03304938587,3509.6967603956,1.5409866983901,13732.692554288,-3095.6554232243,0.5,60.837024077592,2883923378.3154,311102845.55721,1.9078087087841e-14
60.75,129.51011683663,-3.2028205167532,3.2028205167533,944.95302718799,3507.5592474202,1.540239936222,13720.883093771,-3092.7615880889,0.5,60.910360596853,2887667511.6607,311506743.43697,-9.447972607122e-14
61,129.84423847449,-3.200234670418,3.200234670418,944.87200534165,3505.5635686378,1.539532444862,13709.805328071,-3090.0315349177,0.5,60.975615150748,2890998472.4336,311866070.38119,-2.843995417988e-13
61.25,130.16626646692,-3.1978070338748,3.1978070338748,944.79218589104,3503.7000370618,1.5388560549591,13699.40533312,-3087.4534345807,0.5,61.034346203674,2893969772.8993,312186599.01826,-1.5590151668465e-13
61.5,130.47637135201,-3.1955255989317,3.1955255989317,944.71616802962,3501.9586893797,1.5382042774738,13689.631665823,-3085.0181046687,0.5,61.086709921975,2896642196.0012,312474886.30002,-3.4345111178915e-13
61.75,130.77396930817,-3.1933788429582,3.1933788429582,944.6465680435,3500.3294021636,1.5375722777753,13680.434963233,-3082.7185753652,0.5,61.135342618962,2899092116.0967,312739171.09997,-4.4605704034295e-13
62,131.05794473297,-3.1913556650449,3.1913556650449,944.58564527199,3498.8019217816,1.5369567103216,13671.767669052,-3080.5494074089,0.5,61.179533108326,2901335246.4439,312981148.4837,-5.2422238410556e-13
62.25,131.32691873731,-3.1894455040768,3.1894455040768,944.53499551364,3497.3660723896,1.536355544398,13663.584539465,-3078.5060218587,0.5,61.22184276046,2903457687.3134,313210106.5063,-4.9016075350012e-13
62.5,131.57955227398,-3.1876382930629,3.1876382930629,944.49535248591,3496.0118541601,1.5357677680395,13655.842447481,-3076.5838347475,0.5,61.262949416158,2905431252.8424,313423004.62161,-5.8088757933636e-13
62.75,131.81482491752,-3.1859247066618,3.1859247066618,944.46651606393,3494.7298772432,1.5351932116383,13648.501443339,-3074.7777698342,0.5,61.301429128401,2907337894.1045,313628683.29067,-4.8353414763467e-13
63,132.03224560106,-3.1842963120397,3.1842963120397,944.44740778553,3493.5116615998,1.5346323460446,13641.525400778,-3073.0818688621,0.5,61.340014498708,2909201313.6374,313829699.42151,-6.8761733497263e-13
63.25,132.231973375,-3.182745524629,3.182745524629,944.43623923964,3492.3496918716,1.5340860146594,13634.881827511,-3071.4889703995,0.5,61.376557149036,2910945803.5031,314017886.03054,-3.56603035008e-13
63.5,132.41483810552,-3.1812659025153,3.1812659025153,944.43076517718,3491.2378076771,1.5335553529873,13628.543126375,-3069.9909982249,0.5,61.410959480316,2912659334.8108,314202732.9893,-3.7700871337599e-13
63.75,132.58226246462,-3.1798521015884,3.1798521015884,944.42858088352,3490.1711734718,1.5330416000236,13622.486403205,-3068.5791875403,0.5,61.442876159683,2914292799.318,314378942.75275,-2.7857995207817e-13
64,132.73611003151,-3.1784997941664,3.1784997941665,944.42741507575,3489.1461902368,1.5325459294631,13616.693118209,-3067.2444918232,0.5,61.473781937281,2915802478.9088,314541799.23504,-2.8479425916644e-13
64.25,132.87848635835,-3.1772054964806,3.1772054964806,944.42537052993,3488.1602889343,1.5320692771349,13611.148346923,-3065.9780317125,0.5,61.501185682614,2917125646.1778,314684535.72576,-5.5087032726083e-13
64.5,133.01151710757,-3.1759667240845,3.1759667240846,944.42107693003,3487.2120432536,1.5316123675541,13605.841445978,-3064.771891,0.5,61.524978594503,2918383503.8802,314820226.9558,-3.8700195214418e-13
64.75,133.13715112819,-3.1747816027129,3.1747816027129,944.41374192272,3486.3006893201,1.5311755470982,13600.764386022,-3063.6193112807,0.5,61.54165054464,2919474691.657,314937938.69008,-2.6426392744781e-13
65,133.25702316817,-3.17364878905,3.17364878905,944.40310960516,3485.4260230238,1.5307587954867,13595.91141229,-3062.5150328137,0.5,61.561571275772,2920440535.1611,315042128.92784,-3.3959475190093e-13
65.25,133.37237192224,-3.1725666542656,3.1725666542656,944.389354347,3484.5874605711,1.5303614289428,13591.275546874,-3061.4547208103,0.5,61.573055253322,2920985225.4426,315100887.31851,-3.9454634932839e-13
65.5,133.48400917528,-3.1715343156218,3.1715343156218,944.37294567801,3483.7851080718,1.529982682319,13586.853008124,-3060.4359923856,0.5,61.587578487559,2921674229.893,315175213.58069,-2.7346406875859e-13
65.75,133.59236443612,-3.1705502228939,3.1705502228939,944.35451885564,3483.0182126269,1.5296212164016,13582.637154878,-3059.456911787,0.5,61.592794135862,2921921778.9029,315201917.89676,-3.6702094728532e-13
66,133.69754879194,-3.169613548683,3.169613548683,944.33477361764,3482.2866743217,1.5292758959432,13578.624442558,-3058.5171122451,0.5,61.603652484252,2922436725.4271,315257467.68361,-3.0554975216656e-13
66.25,133.79944737377,-3.1687224312386,3.1687224312386,944.31441087587,3481.5891429936,1.5289451487122,13574.806895426,-3057.615832813,0.5,61.603800934289,2922444109.8918,315258264.28175,-1.1998552091901e-13
66.5,133.89777972526,-3.1678757009788,3.1678757009788,944.29410203737,3480.9248805872,1.5286278596049,13571.179502993,-3056.7533577806,0.5,61.610680028374,2922770265.3723,315293448.26022,2.2384236591608e-14
66.75,133.99218781146,-3.1670714468003,3.1670714468003,944.27447878581,3480.2922687952,1.5283228405172,13567.734078092,-3055.9294366833,0.5,61.610769419145,2922774686.8728,315293925.229,1.9779268359189e-13
67,134.08228025816,-3.1663077338038,3.1663077338038,944.25612724545,3479.6896195399,1.5280291849145,13564.462331615,-3055.1438585925,0.5,61.610913016646,2922781498.277,315294660.0083,2.6346749202909e-13
67.25,134.16767203425,-3.1655826055243,3.1655826055243,944.23957429484,3479.1152141046,1.5277462906759,13561.355882066,-3054.3963652893,0.5,61.611145684917,2922792535.4662,315295850.6436,2.3541278654642e-13
67.5,134.24799377651,-3.1648944441382,3.1648944441382,944.22526042511,3478.5676784792,1.5274740165623,13558.407798688,-3053.6869488392,0.5,61.615180952097,2922983330.0714,315316432.58591,2.1900469841416e-13
67.75,134.32295403984,-3.1642412086973,3.1642412086977,944.21350167358,3478.0452676409,1.527212289679,13555.609338061,-3053.0150411946,0.5,61.615347578603,2922991870.4276,315317353.87568,1.0866096893619e-13
