time,dT,flow_hx_bot,flow_hx_top,heat_exchanger_T_ambient,max_flow_T,max_v,mdot,min_flow_T,pump,total_fission_source,total_power,total_power_density,lambda
135,135.63622444532,-3.1535885463741,3.1535885463741,943.91842885392,3469.6593142749,1.5236012417935,13509.973332667,-3041.9184703907,0.5,61.791855556925,2931365357.4027,316220642.65401,-3.2722712744824e-13
135.25,135.6362360396,-3.1535885337357,3.1535885337357,943.91846071704,3469.6594450593,1.523601243478,13509.973278524,-3041.9185663257,0.5,61.791855012813,2931365331.5716,316220639.86749,-4.0559712795909e-13
135.5,135.63624762949,-3.1535885211975,3.1535885211975,943.91849239728,3469.6595752913,1.5236012452406,13509.97322481,-3041.9186617086,0.5,61.791857322458,2931365441.2791,316220651.70217,-4.3883547514151e-13
135.75,135.63625918918,-3.1535885085184,3.1535885085184,943.91852390518,3469.6597044517,1.5236012469619,13509.973170493,-3041.9187561343,0.5,61.791856809485,2931365416.9262,316220649.0751,-2.9676013898326e-13
136,135.63627082977,-3.153588496054,3.153588496054,943.91855525181,3469.6598340498,1.5236012487961,13509.973117095,-3041.9188507133,0.5,61.791865909299,2931365848.5185,316220695.63307,-4.326837761473e-13
136.25,135.63628249638,-3.1535884837903,3.1535884837903,943.91858644886,3469.6599633403,1.5236012507321,13509.973064558,-3041.9189448756,0.5,61.79186902539,2931365996.6014,316220711.60749,-4.1545362789987e-13
136.5,135.63629411582,-3.1535884714896,3.1535884714896,943.91861750912,3469.6600916232,1.5236012526468,13509.973011861,-3041.9190381839,0.5,61.791868512779,2931365972.2657,316220708.98227,-4.0510460031639e-13
136.75,135.63630575959,-3.1535884594855,3.1535884594855,943.91864844504,3469.6602202258,1.5236012546837,13509.972960436,-3041.9191316951,0.5,61.791877132055,2931366380.9644,316220753.0706,-4.3198079394372e-13
137,135.63631732411,-3.1535884475273,3.1535884475273,943.91867926663,3469.6603478436,1.5236012567236,13509.972909207,-3041.9192244651,0.5,61.791876608024,2931366356.0866,316220750.38691,-3.9137597778619e-13
137.25,135.63632881798,-3.1535884355799,3.1535884355799,943.91870997844,3469.6604748249,1.5236012587464,13509.972858024,-3041.91931682,0.5,61.791879393552,2931366488.5063,316220764.67166,-3.7174690287124e-13
137.5,135.63634023103,-3.1535884236191,3.1535884236192,943.91874057792,3469.6606011492,1.5236012607358,13509.972806784,-3041.9194087746,0.5,61.791882369996,2931366629.7156,316220779.9046,-2.1402967796563e-13
137.75,135.63635158204,-3.1535884117687,3.1535884117687,943.91877105621,3469.6607271125,1.5236012627471,13509.972756017,-3041.9195005488,0.5,61.791887412811,2931366868.8292,316220805.69895,-9.3053331353038e-14
138,135.63636281709,-3.153588399801,3.153588399801,943.91880140067,3469.6608519013,1.5236012646729,13509.972704747,-3041.9195915301,0.5,61.79188691142,2931366845.0262,316220803.1312,7.1310844774255e-15
138.25,135.63637405638,-3.1535883881179,3.153588388118,943.91883159871,3469.6609771467,1.5236012667017,13509.972654697,-3041.9196829161,0.5,61.791896710066,2931367310.0052,316220853.29074,-7.0568628709878e-14
138.5,135.63638520483,-3.1535883764793,3.1535883764793,943.91886164184,3469.6611013637,1.5236012687295,13509.972604837,-3041.9197735541,0.5,61.791896196676,2931367285.6326,316220850.66156,-3.2309031676525e-15
138.75,135.63639627873,-3.1535883648356,3.1535883648356,943.91889152689,3469.6612247875,1.5236012707365,13509.972554956,-3041.9198636347,0.5,61.791898392399,2931367389.852,316220861.90421,6.0811679929532e-14
139,135.63640728569,-3.1535883531258,3.1535883531258,943.91892125587,3469.6613473971,1.5236012726933,13509.972504791,-3041.9199531211,0.5,61.791900422099,2931367486.2317,316220872.30116,6.4414982995243e-14
139.25,135.6364182961,-3.1535883416311,3.1535883416311,943.9189508342,3469.6614700958,1.5236012747276,13509.972455547,-3041.9200426567,0.5,61.791907933663,2931367842.3985,316220910.7226,1.4371845192328e-13
139.5,135.63642923831,-3.1535883301279,3.1535883301279,943.91898026777,3469.6615917637,1.5236012767337,13509.972406268,-3041.9201313775,0.5,61.791907436709,2931367818.8062,316220908.17758,2.0780519420129e-14
139.75,135.63644016448,-3.1535883187916,3.1535883187916,943.91900956081,3469.6617132505,1.5236012787912,13509.972357703,-3041.9202199453,0.5,61.79191304382,2931368085.2202,316220936.91696,1.8697417180747e-13
140,135.63645100921,-3.1535883074018,3.1535883074017,943.91903871525,3469.6618336681,1.5236012807954,13509.972308909,-3041.9203077079,0.5,61.791912557283,2931368062.1224,316220934.42528,1.0950462036911e-13
140.25,135.63646176005,-3.1535882957642,3.1535882957642,943.91906773186,3469.6619528406,1.5236012826428,13509.972259054,-3041.9203945552,0.5,61.791912094561,2931368040.155,316220932.05556,1.8299447208094e-13
140.5,135.63647247818,-3.1535882840337,3.1535882840337,943.9190966112,3469.6620715994,1.523601284388,13509.972208801,-3041.9204811045,0.5,61.791917170485,2931368280.777,316220958.01262,2.3522845966568e-13
140.75,135.63648326391,-3.1535882727753,3.1535882727753,943.91912535474,3469.6621913214,1.5236012862899,13509.97216057,-3041.9205683399,0.5,61.791929203969,2931368851.6967,316221019.60051,2.1425877433258e-13
141,135.63649397639,-3.1535882617571,3.1535882617571,943.9191539656,3469.6623102151,1.5236012882482,13509.972113367,-3041.9206549453,0.5,61.791928701906,2931368827.8619,316221017.02934,3.0986980235476e-13
141.25,135.63650460645,-3.1535882509285,3.1535882509285,943.91918244726,3469.6624284606,1.5236012902494,13509.972066978,-3041.9207411367,0.5,61.791930887829,2931368931.6849,316221028.22923,3.2173850634184e-13
141.5,135.63651512259,-3.1535882400607,3.1535882400607,943.91921080218,3469.6625456035,1.5236012921971,13509.97202042,-3041.9208265901,0.5,61.791930422142,2931368909.5769,316221025.84432,3.2794229733141e-13
141.75,135.63652565159,-3.1535882295612,3.1535882295612,943.91923903031,3469.6626632905,1.5236012942928,13509.97197544,-3041.9209124971,0.5,61.791940260879,2931369376.2338,316221076.18488,4.1131096381632e-13
142,135.63653611212,-3.1535882191735,3.1535882191735,943.91926712941,3469.6627801281,1.5236012964329,13509.971930939,-3041.9209977555,0.5,61.791939775552,2931369353.1935,316221073.6994,4.3681169917905e-13
142.25,135.63654653488,-3.1535882088711,3.1535882088711,943.91929509643,3469.6628964636,1.523601298613,13509.971886804,-3041.9210826192,0.5,61.791942559945,2931369485.4857,316221087.9704,1.9735530608836e-13
142.5,135.63655689897,-3.1535881984209,3.1535881984209,943.91932292869,3469.6630117931,1.5236013007263,13509.971842035,-3041.9211666821,0.5,61.791942102978,2931369463.7916,316221085.63016,4.7634486117121e-14
142.75,135.63656731288,-3.1535881881488,3.1535881881488,943.91935062476,3469.663127494,1.5236013029238,13509.971798029,-3041.9212509351,0.5,61.791950509161,2931369862.4542,316221128.63583,1.78691202672e-13
143,135.63657769744,-3.153588177824,3.153588177824,943.91937818618,3469.6632423225,1.523601305097,13509.971753798,-3041.9213344154,0.5,61.791950039745,2931369840.1692,316221126.23184,2.9397471293545e-14
143.25,135.63658806674,-3.1535881674352,3.1535881674352,943.91940561812,3469.6633565959,1.5236013072301,13509.971709292,-3041.9214173973,0.5,61.791952691897,2931369966.1742,316221139.82461,-2.1826127246504e-14
143.5,135.63659841591,-3.1535881569799,3.1535881569799,943.91943292868,3469.6634703566,1.5236013093091,13509.971664502,-3041.9214999392,0.5,61.791955615385,2931370104.9079,316221154.79049,7.5874950491408e-15
143.75,135.63660875761,-3.1535881466724,3.1535881466724,943.91946012743,3469.6635840145,1.5236013114244,13509.971620345,-3041.9215823816,0.5,61.791961569795,2931370387.2752,316221185.25083,8.9001065489647e-14
144,135.63661905167,-3.1535881364469,3.1535881364469,943.91948722339,3469.6636971324,1.5236013135473,13509.971576538,-3041.9216644232,0.5,61.791963592145,2931370483.3898,316221195.61918,1.4529660415906e-13
144.25,135.63662932617,-3.1535881264961,3.1535881264961,943.919514222,3469.6638103574,1.5236013157719,13509.971533909,-3041.9217465965,0.5,61.791969976216,2931370786.1878,316221228.28348,9.0108135184439e-14
144.5,135.63663950053,-3.1535881165823,3.1535881165823,943.91954112396,3469.6639226318,1.5236013179957,13509.971491439,-3041.9218281297,0.5,61.791969520082,2931370764.5334,316221225.94751,1.6135219056589e-13
144.75,135.63664959514,-3.153588106732,3.153588106732,943.91956792492,3469.6640343519,1.5236013202362,13509.97144924,-3041.9219093517,0.5,61.791972829767,2931370921.6324,316221242.89454,1.3352809657014e-13
145,135.63665962403,-3.1535880968832,3.1535880968832,943.91959461689,3469.6641455044,1.5236013224736,13509.971407048,-3041.9219902131,0.5,61.79197516571,2931371032.4708,316221254.85122,-1.5785520680966e-13
145.25,135.63666962502,-3.1535880871573,3.1535880871573,943.91962119006,3469.6642564952,1.5236013247704,13509.971365382,-3041.922070984,0.5,61.791980233493,2931371272.8293,316221280.77986,-1.5230777706865e-13
145.5,135.63667956124,-3.1535880773268,3.1535880773268,943.91964763511,3469.6643665391,1.5236013270228,13509.971323268,-3041.9221510266,0.5,61.791979791798,2931371251.8603,316221278.51783,1.97839345192e-14
145.75,135.63668956259,-3.1535880678524,3.1535880678524,943.91967394452,3469.664477375,1.5236013294471,13509.97128268,-3041.9222316074,0.5,61.791990343659,2931371752.5667,316221332.53147,2.2403605201287e-13
146,135.63669952687,-3.1535880584838,3.1535880584838,943.91970011401,3469.6645874687,1.5236013319314,13509.971242545,-3041.9223115486,0.5,61.791989884777,2931371730.7819,316221330.18143,1.8686483971037e-13
146.25,135.63670946989,-3.1535880491746,3.1535880491746,943.91972614405,3469.6646970492,1.5236013344515,13509.971202664,-3041.9223910356,0.5,61.791992274671,2931371844.1791,316221342.41414,1.601065415892e-13
146.5,135.63671937316,-3.1535880396989,3.1535880396989,943.91975203993,3469.6648056662,1.523601336898,13509.97116207,-3041.922469707,0.5,61.791991847372,2931371823.8935,316221340.22584,9.4126088119384e-14
146.75,135.6367293339,-3.1535880303991,3.1535880303991,943.91977781142,3469.6649146577,1.5236013394275,13509.97112223,-3041.9225485478,0.5,61.792000219417,2931372221.0433,316221383.06832,7.9779476144861e-14
147,135.63673926702,-3.1535880210455,3.1535880210455,943.91980347115,3469.6650228119,1.5236013419307,13509.971082159,-3041.9226266457,0.5,61.791999778089,2931372200.0918,316221380.80817,-2.8870940479017e-14
147.25,135.63674918596,-3.1535880116503,3.1535880116503,943.91982903224,3469.6651304832,1.5236013444012,13509.97104191,-3041.9227043111,0.5,61.79200274866,2931372341.1529,316221396.02512,-1.2727725312375e-13
147.5,135.6367590706,-3.1535880021358,3.1535880021358,943.91985450528,3469.6652374899,1.5236013467909,13509.97100115,-3041.9227814363,0.5,61.792004422284,2931372420.6071,316221404.59623,-2.6536189460862e-14
147.75,135.6367689666,-3.1535879927821,3.1535879927821,943.91987989641,3469.6653447041,1.5236013492209,13509.970961079,-3041.9228587113,0.5,61.792011762588,2931372768.6968,316221442.14636,7.2017668133141e-14
148,135.63677883668,-3.1535879837297,3.1535879837297,943.91990520738,3469.665451873,1.5236013517629,13509.970922298,-3041.9229359819,0.5,61.792016758874,2931373005.9998,316221467.74539,7.5657632167848e-14
148.25,135.63678861483,-3.153587974731,3.153587974731,943.91993043614,3469.6655582202,1.5236013543129,13509.970883748,-3041.9230127134,0.5,61.792016329109,2931372985.5972,316221465.54446,4.2597145888605e-14
148.5,135.6367982838,-3.1535879655582,3.1535879655582,943.91995557784,3469.6656635244,1.5236013567678,13509.970844451,-3041.9230887698,0.5,61.792015922592,2931372966.2981,316221463.46258,1.4519122390584e-13
148.75,135.6368079191,-3.1535879563862,3.1535879563862,943.91998062568,3469.6657687209,1.5236013592069,13509.970805158,-3041.9231648246,0.5,61.792021813128,2931373245.6892,316221493.60185,1.2342708090608e-13
149,135.63681749763,-3.1535879471678,3.1535879471678,943.92000557195,3469.6658733118,1.5236013616082,13509.970765667,-3041.9232404591,0.5,61.792023947653,2931373346.9498,316221504.52532,1.5456242283456e-13
149.25,135.63682705518,-3.1535879380086,3.1535879380086,943.92003040846,3469.6659777287,1.5236013640191,13509.970726429,-3041.9233159777,0.5,61.7920286371,2931373569.3914,316221528.52119,1.9109418544456e-13
149.5,135.63683658068,-3.1535879289482,3.1535879289482,943.92005512834,3469.6660817869,1.5236013664585,13509.970687614,-3041.9233912254,0.5,61.792032011935,2931373729.6459,316221545.80862,3.317451554072e-13
149.75,135.63684607576,-3.1535879199624,3.1535879199624,943.92007972722,3469.6661854463,1.5236013689183,13509.970649119,-3041.9234661599,0.5,61.792034695099,2931373856.841,316221559.52978,1.9940625936131e-13
150,135.63685555868,-3.1535879111261,3.1535879111261,943.92010420476,3469.6662889468,1.5236013714375,13509.970611264,-3041.9235409538,0.5,61.792038962481,2931374059.3819,316221581.37885,2.8872911346636e-13
150.25,135.63686501371,-3.1535879024107,3.1535879024107,943.92012856522,3469.6663920259,1.5236013740109,13509.970573928,-3041.9236153977,0.5,61.792041500313,2931374179.7522,316221594.36377,3.1863004346952e-13
150.5,135.63687446719,-3.1535878938621,3.1535878938621,943.92015281648,3469.6664949834,1.5236013766699,13509.970537305,-3041.9236897024,0.5,61.792045554693,2931374372.0505,316221615.10792,3.880356543858e-13
150.75,135.63688387381,-3.1535878852435,3.1535878852435,943.92017696664,3469.6665971003,1.5236013793074,13509.970500383,-3041.9237633237,0.5,61.792045148243,2931374352.7546,316221613.02639,5.2112940095666e-13
151,135.63689334595,-3.1535878770495,3.1535878770495,943.92020102132,3469.6667000418,1.5236013821574,13509.97046528,-3041.9238375053,0.5,61.792055857593,2931374860.9436,316221667.84721,4.8733471866269e-13
151.25,135.63690279557,-3.1535878690043,3.1535878690043,943.92022498237,3469.6668024245,1.5236013851049,13509.970430814,-3041.9239111791,0.5,61.79205542877,2931374840.5858,316221665.65111,3.5921699682519e-13
151.5,135.63691224002,-3.1535878610073,3.1535878610073,943.9202488487,3469.6669044629,1.523601388106,13509.970396555,-3041.9239845182,0.5,61.792057590331,2931374943.0972,316221676.70952,3.3595938522307e-13
151.75,135.63692168425,-3.1535878530059,3.1535878530059,943.92027261858,3469.6670061517,1.5236013911345,13509.970362277,-3041.9240575091,0.5,61.792060241849,2931375069.0151,316221690.2929,1.784599976669e-13
152,135.63693117274,-3.1535878451734,3.1535878451734,943.92029629243,3469.6671080516,1.5236013942698,13509.970328723,-3041.9241305487,0.5,61.792066369401,2931375359.5312,316221721.63227,5.5631515161624e-14
152.25,135.63694069742,-3.1535878375509,3.1535878375509,943.92031987444,3469.6672100153,1.5236013975333,13509.970296068,-3041.9242035093,0.5,61.792070604142,2931375560.686,316221743.33182,-4.0711886977108e-14
152.5,135.63695020575,-3.1535878298664,3.1535878298664,943.92034337182,3469.6673112982,1.5236014007973,13509.970263147,-3041.9242758492,0.5,61.792070202149,2931375541.6018,316221741.27312,-8.706661869653e-14
152.75,135.63695968192,-3.1535878218779,3.1535878218779,943.92036679303,3469.6674116634,1.5236014039369,13509.970228925,-3041.924347414,0.5,61.792069821461,2931375523.529,316221739.32351,-1.9933766218971e-13
153,135.63696917703,-3.1535878137458,3.1535878137458,943.92039014513,3469.6675118927,1.5236014070101,13509.970194087,-3041.9244188026,0.5,61.79207528523,2931375782.6076,316221767.27158,-2.0998004600127e-13
153.25,135.63697866702,-3.1535878055232,3.1535878055232,943.9204134325,3469.6676117714,1.5236014100279,13509.970158862,-3041.9244898691,0.5,61.792078839944,2931375951.4004,316221785.48008,-1.2903737453745e-13
153.5,135.63698813076,-3.153587797203,3.153587797203,943.92043665732,3469.6677112197,1.523601412974,13509.970123218,-3041.9245606011,0.5,61.792081659719,2931376085.1006,316221799.90298,-8.3760858541629e-15
153.75,135.6369975611,-3.1535877889021,3.1535877889021,943.92045982013,3469.6678104432,1.5236014158936,13509.970087657,-3041.9246312112,0.5,61.79208620198,2931376300.6421,316221823.15449,7.4520195403952e-14
154,135.63700690936,-3.1535877805438,3.1535877805438,943.92048292079,3469.6679090015,1.5236014187485,13509.97005185,-3041.9247014226,0.5,61.792087839479,2931376378.3618,316221831.53849,3.0379279061195e-14
154.25,135.63701621781,-3.1535877723933,3.1535877723933,943.92050595758,3469.6680077118,1.5236014216681,13509.970016933,-3041.9247718834,0.5,61.79209489817,2931376713.1256,316221867.65108,-2.7899692068987e-14
154.5,135.63702545521,-3.1535877645183,3.1535877645183,943.92052892649,3469.6681062498,1.5236014247008,13509.969983196,-3041.9248423585,0.5,61.792099029402,2931376909.3647,316221888.82036,-2.2487567685292e-14
154.75,135.63703458247,-3.1535877566589,3.1535877566589,943.92055182011,3469.6682039615,1.523601427746,13509.969949527,-3041.9249123527,0.5,61.792098638123,2931376890.7892,316221886.81653,-8.4776583776964e-14
155,135.63704360541,-3.1535877485782,3.1535877485782,943.92057462766,3469.6683006616,1.5236014307011,13509.969914909,-3041.9249816942,0.5,61.79209826823,2931376873.2289,316221884.92221,-1.2655535235376e-13
155.25,135.6370526107,-3.1535877404577,3.1535877404577,943.92059733595,3469.6683972541,1.5236014336508,13509.969880121,-3041.9250509892,0.5,61.792104056825,2931377147.7443,316221914.53552,2.9305844086476e-14
155.5,135.63706159895,-3.1535877323176,3.1535877323176,943.92061993187,3469.6684934563,1.5236014366002,13509.969845248,-3041.9251199503,0.5,61.792107120404,2931377293.1264,316221930.2186,1.033988041559e-13
155.75,135.63707059644,-3.1535877241762,3.1535877241762,943.92064240589,3469.6685894129,1.5236014395493,13509.969810371,-3041.9251886368,0.5,61.792110425757,2931377449.9131,316221947.13194,2.7037449098063e-13
156,135.63707961654,-3.1535877161392,3.1535877161392,943.92066475547,3469.6686852744,1.5236014425354,13509.96977594,-3041.9252571426,0.5,61.792114788274,2931377656.9729,316221969.46849,2.0093039685546e-13
156.25,135.6370886379,-3.1535877081456,3.1535877081456,943.92068698592,3469.668780731,1.5236014455226,13509.969741696,-3041.9253252339,0.5,61.792116758745,2931377750.4054,316221979.54751,8.2002908907621e-14
156.5,135.63709768617,-3.1535877003172,3.1535877003172,943.92070911011,3469.6688762241,1.5236014485634,13509.969708159,-3041.9253932542,0.5,61.792121657475,2931377982.7948,316222004.61648,1.4058211749014e-13
156.75,135.63710673132,-3.1535876926588,3.1535876926588,943.92073114553,3469.668971479,1.523601451661,13509.96967535,-3041.9254610232,0.5,61.792124690547,2931378126.7906,316222020.15001,8.8066105583689e-14
157,135.63711576957,-3.1535876851451,3.1535876851451,943.92075310971,3469.6690665259,1.5236014548101,13509.969643162,-3041.9255285864,0.5,61.792127644434,2931378266.8406,316222035.25788,2.1301427938454e-14
157.25,135.63712480474,-3.1535876778273,3.1535876778273,943.92077501652,3469.6691615378,1.5236014580436,13509.969611812,-3041.9255960976,0.5,61.792131813467,2931378464.7342,316222056.60563,-1.2423022517151e-14
157.5,135.63713381385,-3.1535876706141,3.1535876706141,943.92079687296,3469.6692562269,1.5236014613299,13509.969580911,-3041.9256633541,0.5,61.792133945578,2931378565.8451,316222067.51295,-9.0831235362709e-14
157.75,135.63714282803,-3.1535876635928,3.1535876635928,943.92081867895,3469.6693510369,1.5236014647211,13509.969550832,-3041.9257306894,0.5,61.792138940508,2931378802.747,316222093.06872,6.3883664499472e-14
158,135.63715180108,-3.1535876564872,3.1535876564872,943.92084042935,3469.6694451837,1.5236014680945,13509.969520391,-3041.9257975027,0.5,61.792138566336,2931378784.9836,316222091.1525,5.4490640737348e-14
158.25,135.63716075738,-3.1535876492466,3.1535876492466,943.92086211701,3469.6695389188,1.5236014714197,13509.969489373,-3041.9258639755,0.5,61.792141110283,2931378905.8146,316222104.18711,1.3597347752769e-13
158.5,135.63716989469,-3.1535876430568,3.1535876430568,943.92088373557,3469.6696352897,1.5236014752654,13509.969462855,-3041.9259323706,0.5,61.792162419237,2931379916.7963,316222213.24664,1.5985701813505e-13
158.75,135.63717904528,-3.1535876375249,3.1535876375249,943.920905282,3469.6697317733,1.5236014794992,13509.969439157,-3041.9260007473,0.5,61.79216197839,2931379895.868,316222210.98899,3.7503504831352e-13
159,135.63718819054,-3.1535876322627,3.1535876322627,943.92092675675,3469.6698279972,1.523601483977,13509.969416613,-3041.9260688446,0.5,61.792161603569,2931379878.0738,316222209.06945,4.0572360862412e-13
159.25,135.6371973391,-3.1535876269016,3.1535876269017,943.92094816301,3469.6699236735,1.5236014885486,13509.969393647,-3041.9261363973,0.5,61.79216124142,2931379860.8812,316222207.2148,3.739663146665e-14
159.5,135.63720651664,-3.1535876211133,3.1535876211133,943.92096950541,3469.6700185906,1.5236014930573,13509.969368849,-3041.9262031573,0.5,61.792160890623,2931379844.2274,316222205.41827,5.1382769493676e-14
159.75,135.63721576276,-3.1535876147448,3.1535876147448,943.92099078873,3469.6701128482,1.5236014973995,13509.969341567,-3041.9262691203,0.5,61.792162278787,2931379910.1721,316222212.53205,1.4462860864432e-13
160,135.6372251525,-3.1535876081633,3.1535876081633,943.92101201814,3469.6702074849,1.5236015017013,13509.969313371,-3041.9263350384,0.5,61.792170648773,2931380307.0829,316222255.34874,5.8390784170732e-14
160.25,135.63723459897,-3.1535876011339,3.1535876011339,943.92103319968,3469.6703014173,1.5236015058078,13509.969283258,-3041.9264001339,0.5,61.792170278718,2931380289.515,316222253.45361,-5.2415061488656e-14
160.5,135.63724406945,-3.1535875936868,3.1535875936868,943.92105434099,3469.6703947942,1.5236015096795,13509.969251354,-3041.9264646549,0.5,61.792172979527,2931380417.8127,316222267.29371,-6.4553629778576e-14
160.75,135.63725347526,-3.1535875856585,3.1535875856585,943.92107545177,3469.6704870199,1.5236015131926,13509.969216961,-3041.9265283076,0.5,61.79217263268,2931380401.3465,316222265.51742,-2.5381097386089e-14
161,135.63726283738,-3.153587577539,3.153587577539,943.92109654256,3469.6705792967,1.5236015165407,13509.969182177,-3041.9265921613,0.5,61.792181579043,2931380825.6904,316222311.29346,-1.2471212836225e-13
161.25,135.63727204861,-3.1535875693537,3.1535875693537,943.92111762253,3469.6706708165,1.5236015197273,13509.969147111,-3041.926655743,0.5,61.792183934001,2931380937.5493,316222323.36023,-2.5001058121891e-13
161.5,135.63728103543,-3.1535875609329,3.1535875609329,943.921138695,3469.670761058,1.5236015226745,13509.969111036,-3041.9267187859,0.5,61.792183584489,2931380920.9566,316222321.57029,-3.5216721992569e-13
161.75,135.63728990267,-3.1535875530997,3.1535875530997,943.92115975263,3469.6708521143,1.5236015257887,13509.969077479,-3041.9267829411,0.5,61.792197747822,2931381592.8873,316222394.05473,-3.6280679957441e-13
162,135.63729854835,-3.1535875455866,3.1535875455866,943.92118077551,3469.6709424032,1.5236015290001,13509.969045293,-3041.9268469841,0.5,61.792197353307,2931381574.1584,316222392.03435,-3.9112705121614e-13
162.25,135.63730698657,-3.1535875381302,3.1535875381302,943.92120173276,3469.6710317343,1.5236015322289,13509.96901335,-3041.9269107159,0.5,61.792197005585,2931381557.6507,316222390.25358,-4.205801297053e-13
162.5,135.63731528487,-3.1535875306337,3.1535875306337,943.92122258803,3469.6711203438,1.5236015354579,13509.968981235,-3041.9269741728,0.5,61.792198822311,2931381643.8662,316222399.55407,-4.0635119655923e-13
162.75,135.63732352842,-3.1535875230808,3.1535875230808,943.92124330811,3469.67120853,1.5236015386902,13509.968948878,-3041.9270373867,0.5,61.792201852561,2931381787.6972,316222415.06982,-4.0214293534208e-13
163,135.63733182171,-3.1535875157979,3.1535875157979,943.92126387005,3469.6712970881,1.5236015420753,13509.968917678,-3041.9271007791,0.5,61.792209486858,2931382149.817,316222454.13344,-4.0987084294028e-13
163.25,135.63734016266,-3.1535875085298,3.1535875085298,943.92128426556,3469.6713851936,1.5236015454915,13509.968886542,-3041.9271635664,0.5,61.792209123596,2931382132.5716,316222452.2731,-3.1764952379763e-13
163.5,135.63734859192,-3.1535875012331,3.1535875012331,943.92130450122,3469.6714730819,1.5236015489014,13509.968855283,-3041.927225862,0.5,61.792211378082,2931382239.555,316222463.81392,-2.9613903794901e-13
163.75,135.63735711755,-3.1535874938803,3.1535874938803,943.92132459609,3469.67156077,1.5236015522673,13509.968823783,-3041.9272876611,0.5,61.792213799116,2931382354.4917,316222476.2127,-2.3199725739554e-13
164,135.63736574799,-3.1535874866375,3.1535874866375,943.92134457879,3469.6716485883,1.5236015556406,13509.968792755,-3041.927349245,0.5,61.792218779198,2931382590.7248,316222501.69631,-2.7009360563269e-13
164.25,135.63737446745,-3.1535874796244,3.1535874796244,943.92136448393,3469.6717366417,1.5236015590642,13509.968762711,-3041.927410752,0.5,61.792223483348,2931382813.9173,316222525.77317,-2.3977208006235e-13
164.5,135.63738319063,-3.1535874726035,3.1535874726035,943.9213843483,3469.6718241411,1.5236015624179,13509.968732633,-3041.9274716944,0.5,61.792223134971,2931382797.3785,316222523.98905,-1.8072990174401e-13
164.75,135.63739189602,-3.1535874655675,3.1535874655675,943.92140420543,3469.6719112876,1.5236015656877,13509.968702491,-3041.927532342,0.5,61.792225820527,2931382924.8266,316222537.7375,-1.0326519396895e-13
165,135.63740064902,-3.1535874591677,3.1535874591677,943.92142407934,3469.6719996459,1.5236015691936,13509.968675074,-3041.927593965,0.5,61.792238371526,2931383520.2913,316222601.97317,-1.6993078840042e-13
165.25,135.63740932282,-3.153587453083,3.153587453083,943.92144397979,3469.6720877016,1.5236015728254,13509.968649008,-3041.9276554925,0.5,61.792237993277,2931383502.3345,316222600.03609,-2.1193166119965e-13
165.5,135.63741791577,-3.1535874472253,3.1535874472253,943.92146390031,3469.6721756354,1.5236015765727,13509.968623913,-3041.9277171222,0.5,61.792240798296,2931383635.4611,316222614.3971,-2.7834398663522e-13
165.75,135.63742641102,-3.1535874412758,3.1535874412758,943.92148382019,3469.6722629423,1.5236015803188,13509.968598426,-3041.9277784455,0.5,61.792240457405,2931383619.2777,316222612.65132,-2.8295156114155e-13
166,135.63743489604,-3.1535874355293,3.1535874355293,943.92150371022,3469.6723507031,1.5236015842284,13509.968573808,-3041.9278402276,0.5,61.79224850719,2931384001.1283,316222653.8434,-3.0302346183295e-13
166.25,135.63744334296,-3.1535874296667,3.1535874296667,943.92152354005,3469.6724379517,1.5236015881761,13509.968548692,-3041.9279016332,0.5,61.79224815374,2931383984.3488,316222652.03331,-2.9704058676911e-13
166.5,135.63745179154,-3.1535874235788,3.1535874235788,943.9215432856,3469.6725248036,1.5236015921097,13509.968522612,-3041.9279626675,0.5,61.792250141634,2931384078.6935,316222662.21073,-1.2552309224289e-13
166.75,135.63746028146,-3.1535874172558,3.1535874172558,943.92156293362,3469.6726114289,1.5236015960109,13509.968495524,-3041.9280233768,0.5,61.792253360676,2931384231.4568,316222678.69005,-8.3563282189218e-14
167,135.63746887747,-3.1535874111328,3.1535874111328,943.92158248331,3469.6726987578,1.5236016000653,13509.968469293,-3041.9280844279,0.5,61.792262704048,2931384674.646,316222726.49903,-1.0224519780752e-13
167.25,135.63747750359,-3.1535874049402,3.1535874049402,943.92160194561,3469.672785618,1.52360160414,13509.968442764,-3041.9281449248,0.5,61.792262347893,2931384657.7381,316222724.67509,1.1147287435682e-14
167.5,135.63748614539,-3.1535873986033,3.1535873986033,943.92162133976,3469.6728720301,1.5236016081846,13509.968415617,-3041.9282049438,0.5,61.792264233224,2931384747.2639,316222734.33268,-4.1995274634629e-14
167.75,135.63749476479,-3.1535873918996,3.1535873918996,943.92164068791,3469.6729575739,1.5236016120749,13509.968386898,-3041.9282642148,0.5,61.792263909492,2931384731.8951,316222732.67476,6.4007468139625e-14
168,135.63750340729,-3.1535873852129,3.1535873852129,943.92166000946,3469.6730433265,1.5236016159678,13509.968358252,-3041.9283236195,0.5,61.792271894338,2931385110.778,316222773.54671,6.1401322652909e-14
168.25,135.63751201965,-3.1535873785684,3.1535873785684,943.92167931553,3469.6731288487,1.5236016198635,13509.968329787,-3041.9283828831,0.5,61.792275145226,2931385264.957,316222790.17874,4.9945017279191e-14
