z,T,PD,T_const,T_linear,T_K
0.51093,640.6403,1.85E+06,6.27E+02,643.0886547,913.7903
0.512201,640.6941,1.85E+06,6.27E+02,643.1284036,913.8441
0.513472,640.748,1.86E+06,6.27E+02,643.1681524,913.898
0.514743,640.8021,1.86E+06,6.27E+02,643.2079012,913.9521
0.516014,640.8563,1.86E+06,6.27E+02,643.2476501,914.0063
0.517285,640.9107,1.86E+06,6.27E+02,643.2873989,914.0607
0.518556,640.9651,1.86E+06,6.27E+02,643.3271477,914.1151
0.519827,641.0197,1.87E+06,6.27E+02,643.3668966,914.1697
0.521098,641.0743,1.87E+06,6.27E+02,643.4066454,914.2243
0.522369,641.1291,1.87E+06,6.27E+02,643.4463942,914.2791
0.52364,641.1839,1.87E+06,6.27E+02,643.4861431,914.3339
0.524911,641.2387,1.87E+06,6.27E+02,643.5258919,914.3887
0.526182,641.2936,1.88E+06,6.27E+02,643.5656407,914.4436
0.527453,641.3485,1.88E+06,6.27E+02,643.6053895,914.4985
0.528724,641.4035,1.88E+06,6.27E+02,643.6451384,914.5535
0.529995,641.4584,1.88E+06,6.27E+02,643.6848872,914.6084
0.531266,641.5134,1.88E+06,6.27E+02,643.724636,914.6634
0.532537,641.5683,1.89E+06,6.27E+02,643.7643849,914.7183
0.533807,641.6232,1.89E+06,6.27E+02,643.8041024,914.7732
0.535078,641.6781,1.89E+06,6.27E+02,643.8438513,914.8281
0.536349,641.7329,1.89E+06,6.27E+02,643.8836001,914.8829
0.53762,641.7876,1.89E+06,6.27E+02,643.9233489,914.9376
0.538891,641.8423,1.90E+06,6.27E+02,643.9630978,914.9923
0.540162,641.8969,1.90E+06,6.27E+02,644.0028466,915.0469
0.541433,641.9514,1.90E+06,6.27E+02,644.0425954,915.1014
0.542704,642.0058,1.90E+06,6.27E+02,644.0823442,915.1558
0.543975,642.0602,1.91E+06,6.27E+02,644.1220931,915.2102
0.545246,642.1144,1.91E+06,6.27E+02,644.1618419,915.2644
0.546517,642.1686,1.91E+06,6.27E+02,644.2015907,915.3186
0.547788,642.2227,1.91E+06,6.27E+02,644.2413396,915.3727
0.549059,642.2767,1.91E+06,6.27E+02,644.2810884,915.4267
0.55033,642.3307,1.92E+06,6.27E+02,644.3208372,915.4807
0.551601,642.3846,1.92E+06,6.27E+02,644.3605861,915.5346
0.552872,642.4385,1.92E+06,6.27E+02,644.4003349,915.5885
0.554143,642.4923,1.92E+06,6.27E+02,644.4400837,915.6423
0.555414,642.5461,1.93E+06,6.27E+02,644.4798326,915.6961
0.556685,642.5999,1.93E+06,6.27E+02,644.5195814,915.7499
0.557956,642.6537,1.93E+06,6.27E+02,644.5593302,915.8037
0.559227,642.7075,1.93E+06,6.27E+02,644.599079,915.8575
0.560498,642.7612,1.93E+06,6.27E+02,644.6388279,915.9112
0.561769,642.815,1.94E+06,6.27E+02,644.6785767,915.965
0.56304,642.8688,1.94E+06,6.27E+02,644.7183255,916.0188
0.564311,642.9226,1.94E+06,6.27E+02,644.7580744,916.0726
0.565582,642.9764,1.94E+06,6.27E+02,644.7978232,916.1264
0.566853,643.0303,1.95E+06,6.27E+02,644.837572,916.1803
0.568124,643.0842,1.95E+06,6.27E+02,644.8773209,916.2342
0.569395,643.1381,1.95E+06,6.27E+02,644.9170697,916.2881
0.570666,643.1921,1.95E+06,6.27E+02,644.9568185,916.3421
0.571937,643.2462,1.95E+06,6.27E+02,644.9965674,916.3962
0.573208,643.3003,1.96E+06,6.27E+02,645.0363162,916.4503
0.574479,643.3545,1.96E+06,6.27E+02,645.076065,916.5045
0.57575,643.4088,1.96E+06,6.27E+02,645.1158138,916.5588
0.57702,643.4631,1.96E+06,6.27E+02,645.1555314,916.6131
0.578291,643.5176,1.96E+06,6.27E+02,645.1952802,916.6676
0.579562,643.5721,1.97E+06,6.27E+02,645.2350291,916.7221
0.580833,643.6268,1.97E+06,6.27E+02,645.2747779,916.7768
0.582104,643.6816,1.97E+06,6.27E+02,645.3145267,916.8316
0.583375,643.7365,1.97E+06,6.27E+02,645.3542756,916.8865
0.584646,643.7915,1.97E+06,6.27E+02,645.3940244,916.9415
0.585917,643.8466,1.97E+06,6.27E+02,645.4337732,916.9966
0.587188,643.9018,1.98E+06,6.27E+02,645.4735221,917.0518
0.588459,643.9571,1.98E+06,6.27E+02,645.5132709,917.1071
0.58973,644.0126,1.98E+06,6.27E+02,645.5530197,917.1626
0.591001,644.0681,1.98E+06,6.27E+02,645.5927685,917.2181
0.592272,644.1237,1.98E+06,6.27E+02,645.6325174,917.2737
0.593543,644.1794,1.98E+06,6.27E+02,645.6722662,917.3294
0.594814,644.2351,1.99E+06,6.27E+02,645.712015,917.3851
0.596085,644.291,1.99E+06,6.27E+02,645.7517639,917.441
0.597356,644.3469,1.99E+06,6.27E+02,645.7915127,917.4969
0.598627,644.4028,1.99E+06,6.27E+02,645.8312615,917.5528
0.599898,644.4588,1.99E+06,6.27E+02,645.8710104,917.6088
0.601169,644.5149,1.99E+06,6.27E+02,645.9107592,917.6649
0.60244,644.571,1.99E+06,6.27E+02,645.950508,917.721
0.603711,644.6272,2.00E+06,6.27E+02,645.9902569,917.7772
0.604982,644.6834,2.00E+06,6.27E+02,646.0300057,917.8334
0.606253,644.7396,2.00E+06,6.27E+02,646.0697545,917.8896
0.607524,644.7958,2.00E+06,6.27E+02,646.1095033,917.9458
0.608795,644.8521,2.00E+06,6.27E+02,646.1492522,918.0021
0.610066,644.9083,2.00E+06,6.27E+02,646.189001,918.0583
0.611337,644.9646,2.00E+06,6.27E+02,646.2287498,918.1146
0.612608,645.0209,2.01E+06,6.27E+02,646.2684987,918.1709
0.613879,645.0772,2.01E+06,6.27E+02,646.3082475,918.2272
0.61515,645.1335,2.01E+06,6.27E+02,646.3479963,918.2835
0.616421,645.1898,2.01E+06,6.27E+02,646.3877452,918.3398
0.617692,645.246,2.01E+06,6.27E+02,646.427494,918.396
0.618962,645.3023,2.01E+06,6.27E+02,646.4672116,918.4523
0.620233,645.3585,2.02E+06,6.27E+02,646.5069604,918.5085
0.621504,645.4147,2.02E+06,6.27E+02,646.5467092,918.5647
0.622775,645.4708,2.02E+06,6.27E+02,646.586458,918.6208
0.624046,645.5269,2.02E+06,6.27E+02,646.6262069,918.6769
0.625317,645.583,2.02E+06,6.27E+02,646.6659557,918.733
0.626588,645.639,2.02E+06,6.27E+02,646.7057045,918.789
0.627859,645.695,2.03E+06,6.27E+02,646.7454534,918.845
0.62913,645.7509,2.03E+06,6.27E+02,646.7852022,918.9009
0.630401,645.8068,2.03E+06,6.27E+02,646.824951,918.9568
0.631672,645.8627,2.03E+06,6.27E+02,646.8646999,919.0127
0.632943,645.9186,2.03E+06,6.27E+02,646.9044487,919.0686
0.634214,645.9745,2.04E+06,6.27E+02,646.9441975,919.1245
0.635485,646.0304,2.04E+06,6.27E+02,646.9839464,919.1804
0.636756,646.0863,2.04E+06,6.27E+02,647.0236952,919.2363
0.638027,646.1421,2.04E+06,6.27E+02,647.063444,919.2921
0.639298,646.198,2.04E+06,6.27E+02,647.1031928,919.348
0.640569,646.2539,2.05E+06,6.27E+02,647.1429417,919.4039
0.64184,646.3099,2.05E+06,6.27E+02,647.1826905,919.4599
0.643111,646.3658,2.05E+06,6.27E+02,647.2224393,919.5158
0.644382,646.4218,2.05E+06,6.27E+02,647.2621882,919.5718
0.645653,646.4778,2.05E+06,6.27E+02,647.301937,919.6278
0.646924,646.5339,2.06E+06,6.27E+02,647.3416858,919.6839
0.648195,646.59,2.06E+06,6.27E+02,647.3814347,919.74
0.649466,646.6461,2.06E+06,6.27E+02,647.4211835,919.7961
0.650737,646.7023,2.06E+06,6.27E+02,647.4609323,919.8523
0.652008,646.7586,2.06E+06,6.27E+02,647.5006812,919.9086
0.653279,646.8149,2.07E+06,6.27E+02,647.54043,919.9649
0.65455,646.8713,2.07E+06,6.27E+02,647.5801788,920.0213
0.655821,646.9278,2.07E+06,6.27E+02,647.6199276,920.0778
0.657092,646.9844,2.07E+06,6.27E+02,647.6596765,920.1344
0.658363,647.041,2.07E+06,6.27E+02,647.6994253,920.191
0.659634,647.0977,2.07E+06,6.27E+02,647.7391741,920.2477
0.660905,647.1546,2.08E+06,6.27E+02,647.778923,920.3046
0.662175,647.2115,2.08E+06,6.27E+02,647.8186405,920.3615
0.663446,647.2685,2.08E+06,6.27E+02,647.8583894,920.4185
0.664717,647.3257,2.08E+06,6.27E+02,647.8981382,920.4757
0.665988,647.3829,2.08E+06,6.27E+02,647.937887,920.5329
0.667259,647.4403,2.08E+06,6.27E+02,647.9776359,920.5903
0.66853,647.4978,2.08E+06,6.27E+02,648.0173847,920.6478
0.669801,647.5554,2.08E+06,6.27E+02,648.0571335,920.7054
0.671072,647.6131,2.08E+06,6.27E+02,648.0968823,920.7631
0.672343,647.6709,2.09E+06,6.27E+02,648.1366312,920.8209
0.673614,647.7287,2.09E+06,6.27E+02,648.17638,920.8787
0.674885,647.7867,2.09E+06,6.27E+02,648.2161288,920.9367
0.676156,647.8448,2.09E+06,6.27E+02,648.2558777,920.9948
0.677427,647.9029,2.09E+06,6.27E+02,648.2956265,921.0529
0.678698,647.9611,2.09E+06,6.27E+02,648.3353753,921.1111
0.679969,648.0194,2.09E+06,6.27E+02,648.3751242,921.1694
0.68124,648.0778,2.09E+06,6.27E+02,648.414873,921.2278
0.682511,648.1362,2.09E+06,6.27E+02,648.4546218,921.2862
0.683782,648.1946,2.09E+06,6.27E+02,648.4943707,921.3446
0.685053,648.2531,2.09E+06,6.27E+02,648.5341195,921.4031
0.686324,648.3117,2.09E+06,6.27E+02,648.5738683,921.4617
0.687595,648.3703,2.09E+06,6.27E+02,648.6136171,921.5203
0.688866,648.4289,2.09E+06,6.27E+02,648.653366,921.5789
0.690137,648.4876,2.09E+06,6.27E+02,648.6931148,921.6376
0.691408,648.5463,2.09E+06,6.27E+02,648.7328636,921.6963
0.692679,648.605,2.09E+06,6.27E+02,648.7726125,921.755
0.69395,648.6637,2.09E+06,6.27E+02,648.8123613,921.8137
0.695221,648.7225,2.09E+06,6.27E+02,648.8521101,921.8725
0.696492,648.7813,2.09E+06,6.27E+02,648.891859,921.9313
0.697763,648.84,2.10E+06,6.27E+02,648.9316078,921.99
0.699034,648.8988,2.10E+06,6.27E+02,648.9713566,922.0488
0.700305,648.9575,2.10E+06,6.27E+02,649.0111055,922.1075
0.701576,649.0163,2.10E+06,6.27E+02,649.0508543,922.1663
0.702847,649.075,2.10E+06,6.27E+02,649.0906031,922.225
0.704117,649.1337,2.10E+06,6.27E+02,649.1303207,922.2837
0.705388,649.1924,2.10E+06,6.27E+02,649.1700695,922.3424
0.706659,649.2511,2.10E+06,6.27E+02,649.2098183,922.4011
0.70793,649.3097,2.10E+06,6.27E+02,649.2495672,922.4597
0.709201,649.3683,2.10E+06,6.27E+02,649.289316,922.5183
0.710472,649.4268,2.10E+06,6.27E+02,649.3290648,922.5768
0.711743,649.4854,2.10E+06,6.27E+02,649.3688137,922.6354
0.713014,649.5439,2.10E+06,6.27E+02,649.4085625,922.6939
0.714285,649.6023,2.11E+06,6.27E+02,649.4483113,922.7523
0.715556,649.6608,2.11E+06,6.27E+02,649.4880602,922.8108
0.716827,649.7192,2.11E+06,6.27E+02,649.527809,922.8692
0.718098,649.7776,2.11E+06,6.27E+02,649.5675578,922.9276
0.719369,649.836,2.11E+06,6.27E+02,649.6073066,922.986
0.72064,649.8943,2.11E+06,6.27E+02,649.6470555,923.0443
0.721911,649.9527,2.11E+06,6.27E+02,649.6868043,923.1027
0.723182,650.011,2.11E+06,6.27E+02,649.7265531,923.161
0.724453,650.0693,2.12E+06,6.27E+02,649.766302,923.2193
0.725724,650.1277,2.12E+06,6.27E+02,649.8060508,923.2777
0.726995,650.186,2.12E+06,6.27E+02,649.8457996,923.336
0.728266,650.2442,2.12E+06,6.27E+02,649.8855485,923.3942
0.729537,650.3025,2.12E+06,6.27E+02,649.9252973,923.4525
0.730808,650.3608,2.12E+06,6.27E+02,649.9650461,923.5108
0.732079,650.4191,2.12E+06,6.27E+02,650.004795,923.5691
0.73335,650.4774,2.12E+06,6.27E+02,650.0445438,923.6274
0.734621,650.5356,2.13E+06,6.27E+02,650.0842926,923.6856
0.735892,650.5939,2.13E+06,6.27E+02,650.1240414,923.7439
0.737163,650.6522,2.13E+06,6.27E+02,650.1637903,923.8022
0.738434,650.7105,2.13E+06,6.27E+02,650.2035391,923.8605
0.739705,650.7688,2.13E+06,6.27E+02,650.2432879,923.9188
0.740976,650.8271,2.13E+06,6.27E+02,650.2830368,923.9771
0.742247,650.8854,2.13E+06,6.27E+02,650.3227856,924.0354
0.743518,650.9438,2.14E+06,6.27E+02,650.3625344,924.0938
0.744789,651.0021,2.14E+06,6.27E+02,650.4022833,924.1521
0.74606,651.0605,2.14E+06,6.27E+02,650.4420321,924.2105
0.74733,651.1189,2.14E+06,6.27E+02,650.4817497,924.2689
0.748601,651.1773,2.14E+06,6.27E+02,650.5214985,924.3273
0.749872,651.2357,2.14E+06,6.27E+02,650.5612473,924.3857
0.751143,651.2942,2.14E+06,6.27E+02,650.6009961,924.4442
0.752414,651.3527,2.14E+06,6.27E+02,650.640745,924.5027
0.753685,651.4112,2.14E+06,6.27E+02,650.6804938,924.5612
0.754956,651.4697,2.15E+06,6.27E+02,650.7202426,924.6197
0.756227,651.5282,2.15E+06,6.27E+02,650.7599915,924.6782
0.757498,651.5868,2.15E+06,6.27E+02,650.7997403,924.7368
0.758769,651.6453,2.15E+06,6.27E+02,650.8394891,924.7953
0.76004,651.7039,2.15E+06,6.27E+02,650.879238,924.8539
0.761311,651.7625,2.15E+06,6.27E+02,650.9189868,924.9125
0.762582,651.8211,2.15E+06,6.27E+02,650.9587356,924.9711
0.763853,651.8798,2.15E+06,6.27E+02,650.9984845,925.0298
0.765124,651.9384,2.15E+06,6.27E+02,651.0382333,925.0884
0.766395,651.9971,2.15E+06,6.27E+02,651.0779821,925.1471
0.767666,652.0557,2.15E+06,6.27E+02,651.1177309,925.2057
0.768937,652.1144,2.15E+06,6.27E+02,651.1574798,925.2644
0.770208,652.1731,2.15E+06,6.27E+02,651.1972286,925.3231
0.771479,652.2318,2.15E+06,6.27E+02,651.2369774,925.3818
0.77275,652.2905,2.16E+06,6.27E+02,651.2767263,925.4405
0.774021,652.3492,2.16E+06,6.27E+02,651.3164751,925.4992
0.775292,652.408,2.16E+06,6.27E+02,651.3562239,925.558
0.776563,652.4667,2.16E+06,6.27E+02,651.3959728,925.6167
0.777834,652.5255,2.16E+06,6.27E+02,651.4357216,925.6755
0.779105,652.5842,2.16E+06,6.27E+02,651.4754704,925.7342
0.780376,652.643,2.16E+06,6.27E+02,651.5152193,925.793
0.781647,652.7017,2.16E+06,6.27E+02,651.5549681,925.8517
0.782918,652.7605,2.16E+06,6.27E+02,651.5947169,925.9105
0.784189,652.8193,2.16E+06,6.27E+02,651.6344658,925.9693
0.78546,652.878,2.16E+06,6.27E+02,651.6742146,926.028
0.786731,652.9368,2.16E+06,6.27E+02,651.7139634,926.0868
0.788002,652.9956,2.16E+06,6.27E+02,651.7537122,926.1456
0.789272,653.0543,2.16E+06,6.27E+02,651.7934298,926.2043
0.790543,653.1131,2.16E+06,6.27E+02,651.8331786,926.2631
0.791814,653.1719,2.16E+06,6.27E+02,651.8729275,926.3219
0.793085,653.2306,2.16E+06,6.27E+02,651.9126763,926.3806
0.794356,653.2894,2.16E+06,6.27E+02,651.9524251,926.4394
0.795627,653.3482,2.16E+06,6.27E+02,651.992174,926.4982
0.796898,653.4069,2.16E+06,6.27E+02,652.0319228,926.5569
0.798169,653.4657,2.16E+06,6.27E+02,652.0716716,926.6157
0.79944,653.5244,2.16E+06,6.27E+02,652.1114204,926.6744
0.800711,653.5832,2.16E+06,6.27E+02,652.1511693,926.7332
0.801982,653.6419,2.16E+06,6.27E+02,652.1909181,926.7919
0.803253,653.7007,2.16E+06,6.27E+02,652.2306669,926.8507
0.804524,653.7594,2.16E+06,6.27E+02,652.2704158,926.9094
0.805795,653.8181,2.16E+06,6.27E+02,652.3101646,926.9681
0.807066,653.8769,2.16E+06,6.27E+02,652.3499134,927.0269
0.808337,653.9356,2.16E+06,6.27E+02,652.3896623,927.0856
0.809608,653.9943,2.16E+06,6.27E+02,652.4294111,927.1443
0.810879,654.053,2.16E+06,6.27E+02,652.4691599,927.203
0.81215,654.1117,2.16E+06,6.27E+02,652.5089088,927.2617
0.813421,654.1704,2.16E+06,6.27E+02,652.5486576,927.3204
0.814692,654.229,2.16E+06,6.27E+02,652.5884064,927.379
0.815963,654.2877,2.16E+06,6.27E+02,652.6281553,927.4377
0.817234,654.3463,2.16E+06,6.27E+02,652.6679041,927.4963
0.818505,654.405,2.16E+06,6.27E+02,652.7076529,927.555
0.819776,654.4636,2.16E+06,6.27E+02,652.7474017,927.6136
0.821047,654.5222,2.16E+06,6.27E+02,652.7871506,927.6722
0.822318,654.5809,2.16E+06,6.27E+02,652.8268994,927.7309
0.823589,654.6395,2.16E+06,6.27E+02,652.8666482,927.7895
0.82486,654.698,2.16E+06,6.27E+02,652.9063971,927.848
0.826131,654.7566,2.16E+06,6.27E+02,652.9461459,927.9066
0.827402,654.8152,2.16E+06,6.27E+02,652.9858947,927.9652
0.828673,654.8737,2.16E+06,6.27E+02,653.0256436,928.0237
0.829944,654.9322,2.16E+06,6.27E+02,653.0653924,928.0822
0.831215,654.9907,2.16E+06,6.27E+02,653.1051412,928.1407
0.832485,655.0492,2.16E+06,6.27E+02,653.1448588,928.1992
0.833756,655.1077,2.16E+06,6.27E+02,653.1846076,928.2577
0.835027,655.1662,2.16E+06,6.27E+02,653.2243564,928.3162
0.836298,655.2247,2.16E+06,6.27E+02,653.2641053,928.3747
0.837569,655.2831,2.16E+06,6.27E+02,653.3038541,928.4331
0.83884,655.3415,2.16E+06,6.27E+02,653.3436029,928.4915
0.840111,655.3999,2.16E+06,6.27E+02,653.3833518,928.5499
0.841382,655.4584,2.16E+06,6.27E+02,653.4231006,928.6084
0.842653,655.5167,2.16E+06,6.27E+02,653.4628494,928.6667
0.843924,655.5751,2.16E+06,6.27E+02,653.5025983,928.7251
0.845195,655.6335,2.16E+06,6.27E+02,653.5423471,928.7835
0.846466,655.6919,2.16E+06,6.27E+02,653.5820959,928.8419
0.847737,655.7502,2.16E+06,6.27E+02,653.6218447,928.9002
0.849008,655.8086,2.16E+06,6.27E+02,653.6615936,928.9586
0.850279,655.8669,2.16E+06,6.27E+02,653.7013424,929.0169
0.85155,655.9253,2.16E+06,6.27E+02,653.7410912,929.0753
0.852821,655.9836,2.16E+06,6.27E+02,653.7808401,929.1336
0.854092,656.042,2.16E+06,6.27E+02,653.8205889,929.192
0.855363,656.1003,2.16E+06,6.27E+02,653.8603377,929.2503
0.856634,656.1586,2.16E+06,6.27E+02,653.9000866,929.3086
0.857905,656.217,2.16E+06,6.27E+02,653.9398354,929.367
0.859176,656.2753,2.16E+06,6.27E+02,653.9795842,929.4253
0.860447,656.3336,2.16E+06,6.27E+02,654.0193331,929.4836
0.861718,656.3919,2.16E+06,6.27E+02,654.0590819,929.5419
0.862989,656.4503,2.16E+06,6.27E+02,654.0988307,929.6003
0.86426,656.5086,2.16E+06,6.27E+02,654.1385796,929.6586
0.865531,656.5669,2.16E+06,6.27E+02,654.1783284,929.7169
0.866802,656.6252,2.16E+06,6.27E+02,654.2180772,929.7752
0.868073,656.6836,2.16E+06,6.27E+02,654.257826,929.8336
0.869344,656.7419,2.16E+06,6.27E+02,654.2975749,929.8919
0.870615,656.8003,2.16E+06,6.27E+02,654.3373237,929.9503
0.871886,656.8586,2.16E+06,6.27E+02,654.3770725,930.0086
0.873157,656.917,2.16E+06,6.27E+02,654.4168214,930.067
0.874428,656.9753,2.16E+06,6.27E+02,654.4565702,930.1253
0.875698,657.0337,2.16E+06,6.27E+02,654.4962878,930.1837
0.876969,657.0921,2.16E+06,6.27E+02,654.5360366,930.2421
0.87824,657.1505,2.16E+06,6.27E+02,654.5757854,930.3005
0.879511,657.2088,2.16E+06,6.27E+02,654.6155342,930.3588
0.880782,657.2672,2.16E+06,6.27E+02,654.6552831,930.4172
0.882053,657.3256,2.16E+06,6.27E+02,654.6950319,930.4756
0.883324,657.3839,2.16E+06,6.27E+02,654.7347807,930.5339
0.884595,657.4423,2.16E+06,6.27E+02,654.7745296,930.5923
0.885866,657.5006,2.16E+06,6.27E+02,654.8142784,930.6506
0.887137,657.5589,2.16E+06,6.27E+02,654.8540272,930.7089
0.888408,657.6172,2.16E+06,6.27E+02,654.8937761,930.7672
0.889679,657.6755,2.16E+06,6.27E+02,654.9335249,930.8255
0.89095,657.7337,2.16E+06,6.27E+02,654.9732737,930.8837
0.892221,657.7919,2.16E+06,6.27E+02,655.0130226,930.9419
0.893492,657.8501,2.16E+06,6.27E+02,655.0527714,931.0001
0.894763,657.9083,2.16E+06,6.27E+02,655.0925202,931.0583
0.896034,657.9664,2.16E+06,6.27E+02,655.1322691,931.1164
0.897305,658.0245,2.16E+06,6.27E+02,655.1720179,931.1745
0.898576,658.0826,2.16E+06,6.27E+02,655.2117667,931.2326
0.899847,658.1406,2.16E+06,6.27E+02,655.2515155,931.2906
0.901118,658.1985,2.16E+06,6.27E+02,655.2912644,931.3485
0.902389,658.2565,2.16E+06,6.27E+02,655.3310132,931.4065
0.90366,658.3143,2.16E+06,6.27E+02,655.370762,931.4643
0.904931,658.3722,2.16E+06,6.27E+02,655.4105109,931.5222
0.906202,658.4299,2.16E+06,6.27E+02,655.4502597,931.5799
0.907473,658.4876,2.16E+06,6.27E+02,655.4900085,931.6376
0.908744,658.5453,2.16E+06,6.27E+02,655.5297574,931.6953
0.910015,658.6029,2.16E+06,6.27E+02,655.5695062,931.7529
0.911286,658.6604,2.16E+06,6.27E+02,655.609255,931.8104
0.912557,658.7179,2.16E+06,6.27E+02,655.6490039,931.8679
0.913828,658.7753,2.16E+06,6.27E+02,655.6887527,931.9253
0.915099,658.8326,2.16E+06,6.27E+02,655.7285015,931.9826
0.91637,658.8899,2.16E+06,6.27E+02,655.7682503,932.0399
0.91764,658.9471,2.16E+06,6.27E+02,655.8079679,932.0971
0.918911,659.0042,2.16E+06,6.27E+02,655.8477167,932.1542
0.920182,659.0613,2.16E+06,6.27E+02,655.8874656,932.2113
0.921453,659.1183,2.16E+06,6.27E+02,655.9272144,932.2683
0.922724,659.1753,2.16E+06,6.27E+02,655.9669632,932.3253
0.923995,659.2322,2.16E+06,6.27E+02,656.0067121,932.3822
0.925266,659.2891,2.16E+06,6.27E+02,656.0464609,932.4391
0.926537,659.3459,2.16E+06,6.27E+02,656.0862097,932.4959
0.927808,659.4027,2.16E+06,6.27E+02,656.1259586,932.5527
0.929079,659.4594,2.15E+06,6.27E+02,656.1657074,932.6094
0.93035,659.5162,2.15E+06,6.27E+02,656.2054562,932.6662
0.931621,659.5729,2.15E+06,6.27E+02,656.245205,932.7229
0.932892,659.6296,2.15E+06,6.27E+02,656.2849539,932.7796
0.934163,659.6863,2.15E+06,6.27E+02,656.3247027,932.8363
0.935434,659.7429,2.15E+06,6.27E+02,656.3644515,932.8929
0.936705,659.7996,2.15E+06,6.27E+02,656.4042004,932.9496
0.937976,659.8562,2.15E+06,6.27E+02,656.4439492,933.0062
0.939247,659.9129,2.15E+06,6.27E+02,656.483698,933.0629
0.940518,659.9696,2.15E+06,6.27E+02,656.5234469,933.1196
0.941789,660.0262,2.15E+06,6.27E+02,656.5631957,933.1762
0.94306,660.0829,2.15E+06,6.27E+02,656.6029445,933.2329
0.944331,660.1396,2.15E+06,6.27E+02,656.6426934,933.2896
0.945602,660.1963,2.15E+06,6.27E+02,656.6824422,933.3463
0.946873,660.2531,2.15E+06,6.27E+02,656.722191,933.4031
0.948144,660.3099,2.14E+06,6.27E+02,656.7619398,933.4599
0.949415,660.3667,2.14E+06,6.27E+02,656.8016887,933.5167
0.950686,660.4235,2.14E+06,6.27E+02,656.8414375,933.5735
0.951957,660.4804,2.14E+06,6.27E+02,656.8811863,933.6304
0.953228,660.5373,2.14E+06,6.27E+02,656.9209352,933.6873
0.954499,660.5943,2.14E+06,6.27E+02,656.960684,933.7443
0.95577,660.6514,2.14E+06,6.27E+02,657.0004328,933.8014
0.957041,660.7084,2.14E+06,6.27E+02,657.0401817,933.8584
0.958312,660.7656,2.14E+06,6.27E+02,657.0799305,933.9156
0.959583,660.8228,2.14E+06,6.27E+02,657.1196793,933.9728
0.960853,660.88,2.14E+06,6.27E+02,657.1593969,934.03
0.962124,660.9373,2.14E+06,6.27E+02,657.1991457,934.0873
0.963395,660.9946,2.14E+06,6.27E+02,657.2388945,934.1446
0.964666,661.052,2.14E+06,6.27E+02,657.2786434,934.202
0.965937,661.1093,2.14E+06,6.27E+02,657.3183922,934.2593
0.967208,661.1667,2.14E+06,6.27E+02,657.358141,934.3167
0.968479,661.2241,2.13E+06,6.27E+02,657.3978899,934.3741
0.96975,661.2814,2.13E+06,6.27E+02,657.4376387,934.4314
0.971021,661.3388,2.13E+06,6.27E+02,657.4773875,934.4888
0.972292,661.3961,2.13E+06,6.27E+02,657.5171364,934.5461
0.973563,661.4534,2.13E+06,6.27E+02,657.5568852,934.6034
0.974834,661.5107,2.13E+06,6.27E+02,657.596634,934.6607
0.976105,661.5679,2.13E+06,6.27E+02,657.6363829,934.7179
0.977376,661.6251,2.13E+06,6.27E+02,657.6761317,934.7751
0.978647,661.6822,2.13E+06,6.27E+02,657.7158805,934.8322
0.979918,661.7393,2.13E+06,6.27E+02,657.7556293,934.8893
0.981189,661.7963,2.13E+06,6.27E+02,657.7953782,934.9463
0.98246,661.8532,2.13E+06,6.27E+02,657.835127,935.0032
0.983731,661.91,2.13E+06,6.27E+02,657.8748758,935.06
0.985002,661.9668,2.13E+06,6.27E+02,657.9146247,935.1168
0.986273,662.0234,2.13E+06,6.27E+02,657.9543735,935.1734
0.987544,662.08,2.13E+06,6.27E+02,657.9941223,935.23
0.988815,662.1364,2.13E+06,6.27E+02,658.0338712,935.2864
0.990086,662.1927,2.13E+06,6.27E+02,658.07362,935.3427
0.991357,662.249,2.12E+06,6.27E+02,658.1133688,935.399
0.992628,662.305,2.12E+06,6.27E+02,658.1531177,935.455
0.993899,662.361,2.12E+06,6.27E+02,658.1928665,935.511
0.99517,662.4167,2.12E+06,6.27E+02,658.2326153,935.5667
0.996441,662.4724,2.12E+06,6.27E+02,658.2723641,935.6224
0.997712,662.5279,2.12E+06,6.27E+02,658.312113,935.6779
0.998983,662.5832,2.12E+06,6.27E+02,658.3518618,935.7332
1.000254,662.6383,2.12E+06,6.27E+02,658.3916106,935.7883
1.001525,662.6933,2.12E+06,6.27E+02,658.4313595,935.8433
1.002795,662.7482,2.12E+06,6.27E+02,658.471077,935.8982
1.004066,662.8029,2.12E+06,6.27E+02,658.5108259,935.9529
1.005337,662.8574,2.11E+06,6.27E+02,658.5505747,936.0074
1.006608,662.9119,2.11E+06,6.27E+02,658.5903235,936.0619
1.007879,662.9662,2.11E+06,6.27E+02,658.6300724,936.1162
1.00915,663.0205,2.11E+06,6.27E+02,658.6698212,936.1705
1.010421,663.0746,2.11E+06,6.27E+02,658.70957,936.2246
1.011692,663.1287,2.11E+06,6.27E+02,658.7493188,936.2787
1.012963,663.1827,2.11E+06,6.27E+02,658.7890677,936.3327
1.014234,663.2366,2.11E+06,6.27E+02,658.8288165,936.3866
1.015505,663.2905,2.10E+06,6.27E+02,658.8685653,936.4405
1.016776,663.3443,2.10E+06,6.27E+02,658.9083142,936.4943
1.018047,663.398,2.10E+06,6.27E+02,658.948063,936.548
1.019318,663.4518,2.10E+06,6.27E+02,658.9878118,936.6018
1.020589,663.5055,2.10E+06,6.27E+02,659.0275607,936.6555
